BookAbbrev	Chapter:Verse	Annotation	Source
Eccl	9:1	Mortal men fuffering calamities know not whether the fame be inflicted for their proofe and merite, as in Iob and Tobie, or for their finnes only, as in Pharao, & the Aegyptians: but fhal know in the iudgement after their death.	scan-pdf
Eccl	9:4	A finner in this life may amend if he wil, & become iuft: but after death he can not repent.	scan-pdf
Eccl	9:11	Myftically, the Gentiles were iudged by Salomon better then the Iewes. S. Ierom.	scan-pdf
Eccl	10:1	Bafe & vicious men mixt with the good corrupt the whole companie: much more a mortal finne in a mans foule deftroyeth al the vertues, that were there before.	scan-pdf
Eccl	10:6	Euil men aduanced feeme to profper.	scan-pdf
Eccl	10:8	But they fal into their owne traps.	scan-pdf
Eccl	10:16	In Kings and al fuperiours are required mature age, & diligent care of the common good. Antiquitie in matter of faith and religion is to be followed, not noueltie.	scan-pdf
Eccl	11:1	Of al vertues, the workes of mercie, corporal and fpiritual, moft auaile for obtaining eternal felicitie. Mat. 25.	scan-pdf
Eccl	11:2	So the fame be grounded in true faith, belieuing al that is written in the old and new teftament, fignified by feuen & eight.	scan-pdf
Eccl	11:3	After death, none can either merite or demerite.	scan-pdf
Eccl	11:6	Both in youth and old age doe good workes.	scan-pdf
Eccl	12:1	An admonition to al in general to liue wel in this world, remembring the day of general iudgement, before which fuch fignes fhal come as are defcribed here, and by our Sauiour Mat. 24. And likewife euerie one is admonifhed in particular to ferue God diligently whiles he hath time, before death come, when al his fenfes & former helpes fhal faile.	scan-pdf
Eccl	12:13	This is the briefe fumme of al profitable doctrine: Feare God, & keepe his commandments.	scan-pdf
Sg	1:1	The Church of the old testament desireth Christs comming in flesh: and the Christian Church prayeth for his comming in glorie.	scan-pdf
Sg	1:5	The Church outwardly afflicted, is inwardly fayre.	scan-pdf
Sg	1:7	Christ encourageth his spouse the Church.	scan-pdf
Sg	1:8	She meditateth of his Passion and Resurrection.	scan-pdf
Sg	1:11	Christ praiseth his spouse.	scan-pdf
Sg	1:12	She againe praiseth him.	scan-pdf
Sg	1:15	With thankes for her repose, and present consolation.	scan-pdf
Sg	2:1	Christ professeth himself the flowre of mankind: yea Lord of al creatures.	scan-pdf
Sg	2:2	The Church excelleth al other societies: In the Church the godlie excel sinners: Among the innocent and holie, the Virgin Marie surpasseth al.	scan-pdf
Sg	2:7	He for the weakes sake permitteth her not to be molested, til she be prepared to suffer with patience.	scan-pdf
Sg	2:8	The Church praising Christ vnder his protection.	scan-pdf
Sg	2:10	She feeling Christs assistance, confesseth, & preacheth boldly his Ghospel & truth against al Pagans and Heretikes.	scan-pdf
Sg	2:15	Yet encourageth her to approch vnto him.	scan-pdf
Sg	2:16	And so she reposeth in him.	scan-pdf
Sg	4:1	Christ againe praiseth the beautie of his Church. Sincere and simple intention.	scan-pdf
Sg	4:3	Pastours who like nurces giue bread of good doctrine to litle ones.	scan-pdf
Sg	4:4	Faith and good workes.	scan-pdf
Sg	4:6	Preaching Christs passion.	scan-pdf
Sg	4:7	And not ashamed to professe Christ crucified.	scan-pdf
Sg	4:10	Administration of Sacraments whereby the Church, Christs mystical bodie, is ioyned to him her head.	scan-pdf
Sg	4:12	Which is an inexpugnable fortresse.	scan-pdf
Sg	4:14	Both Iewes and Gentils are fed with the principles of Christian doctrine.	scan-pdf
Sg	4:16	Christ dwelleth in mortified, and deuout minds. The Church triumphant is without spot, and euerie particular soule entring into heauen: the B. Virgin Mother was also in this life alwayes Immaculate.	scan-pdf
Sg	5:1	The spouse condescending to Gods wil, is wel content to suffer persecution.	scan-pdf
Sg	5:2	Christ againe sheweth his good liking in his spouses patience.	scan-pdf
Sg	5:4	The spouse desireth to rest in meditation.	scan-pdf
Sg	5:6	And vrged by Christs owne example working for al mankind.	scan-pdf
Sg	5:10	Conferring together, the describing the excellencies of Christ.	scan-pdf
Sg	5:17	And resolue to seeke him, wheresoever he be.	scan-pdf
Sg	6:1	The Church teacheth her children that Christ is delighted with the godlie desires, and fruitful workes of the faithful.	scan-pdf
Sg	6:3	Christ againe commendeth his Church, wel composed of distinct orders, al together making a complete armie, terrible to al enimies.	scan-pdf
Sg	6:4	The more anie contemplate Gods Maiestie, the better they perceiue that he is incomprehensible.	scan-pdf
Sg	6:8	Al which are but one bodie in vnitie of faith.	scan-pdf
Sg	6:9	The voice of the old Synagogue, admiring the beautie of Christs Church.	scan-pdf
Sg	6:12	The Church of Christ exhorteth the Synagogue of the Iewes to returne to Christ.	scan-pdf
Sg	7:1	Christ interposeth his commendation of the Iewes, who at last shal returne to him with great feruour of faith and deuotion.	scan-pdf
Sg	7:4	And so iointly praiseth his Church consisting of both peoples.	scan-pdf
Sg	7:6	The Church as it were taking the word out of Christs mouth whiles he praised her, she returned al the praise to him.	scan-pdf
Sg	7:11	Praying him to come and stil remaine with her.	scan-pdf
Sg	7:13	Acknowledging him to be the only Sauiour of both old and new testament.	scan-pdf
Sg	8:1	The Synagogue prosecuteth her prayer, desiring Christs Incarnation.	scan-pdf
Sg	8:3	Christ admonisheth worldlie men not to molest those that serue him: in contemplation, & other spiritual vertues.	scan-pdf
Sg	8:5	Angels and other Saints of the triumphant Church admire the beautie of the Gentiles conuerted: which is also vnderstood of euerie holie soule ascending from this world into heauen: And more singularly of the most glorious Virgin Mother of God.	scan-pdf
Sg	8:6	The Synagogue of the Iewes was corrupt vnder the tree of Christs Crosse, when they cried: Crucifie him. And againe: His bloud be vpon vs, and vpon our children.	scan-pdf
Sg	8:8	Christ againe sheweth his affection towards his Church of the Gentiles: calling her his owne sister, promising and bestowing on her manie excellent benefits.	scan-pdf
Sg	8:9	The Church of Gentiles reioyceth in the strong defence, wherwith her Sauiour hath established her.	scan-pdf
Sg	8:11	Keepers of this vineyard were the Prophets and Apostles, and their Successors are stil the keepers therof.	scan-pdf
Sg	8:13	The whole Church militant wel contented, yea desiring Christs Ascension into heauen, for the good of al that here serue him, prayeth him, from thence to send aboundance of his grace, that we may ascend the high mountaines of perfect charitie and zele of Gods honour.	scan-pdf
Wis	1:3	Mortal sinnes are not only committed in deeds & wordes, but also in thoughtes.	scan-pdf
Wis	1:6	He that maliciously curseth is cursed of God.	scan-pdf
Wis	1:12	Be not cause of your owne eternall death by euil life.	scan-pdf
Wis	1:14	Desperate death deliuereth not the wicked from calamities.	scan-pdf
Wis	1:15	Neither are damned whiles they are in this life: But sinners not repenting bring eternall death to themselues.	scan-pdf
Wis	2:1	Carnal men thinking the soule to be mortall, and so neither paine nor reward to be after death, fal to these prophane thoughts and practises of infidelitie.	scan-pdf
Wis	2:6	Of infidelitie touching paine or reward after death, proceedeth the Epicures life.	scan-pdf
Wis	2:12	An euident prophecie of the Iewes malice persecuting our Sauiour. Fulfilled by the chief Priestes, Scribes, and Ancients.	scan-pdf
Wis	2:19	Want of belieuing diuine Mysteries, namely the reward of the iust, & punishment of the wicked, is cause of dissolute life, and of hatred against the good.	scan-pdf
Wis	3:1	Temporal death of the iust, is the way to eternall life. Where damnation (called here the torment of death) shal not touch them.	scan-pdf
Wis	3:2	For albeit Martyrs seeme in the eyes of the vnwise to dye, or to be extinguished, they passe into eternall, and vnspeakeable glorie.	scan-pdf
Wis	3:10	Al the iust shal approue Gods iudgement condemning the wicked.	scan-pdf
Wis	4:1	Chastitie of the bodie is a singular great vertue, & spirituall chastitie of true faith and religion is greater, and more generally commended, as the roote and foundation of al vertues. For without faith it is vnpossible to please God.	scan-pdf
Wis	4:7	When fo euer the iust dieth it is profitable for him: & dying yong his immaculate life is more commendable then old age in the wicked.	scan-pdf
Wis	4:11	He vvas taken avvay.) By this place S. Augustin proueth that such as died in good state, might haue fallen into wickednes, if they had liued longer: and therefore it was a benefit to them to dye fooner. Which allured foreknowledge of al things that shal be, or may be, standeth wel with mans free-wil.	scan-pdf
Wis	5:1	Wicked men in their false conceipt iudge the trauels of the iust to be vaine & fruities.	scan-pdf
Wis	5:3	Repentance of the damned is only for the losse & paine whereinto they are fallen, not of loue towards God.	scan-pdf
Wis	5:15	Such things they in hel, which sinned.	scan-pdf
Wis	5:19	As the ioy of the blessed, so contrariwise the miserie of the damned is maruelous great, & for euer vnchangeable.	scan-pdf
Wis	6:4	Al power is from God: & therfore to be respected, though the magistrates sometimes abuse their authoritie.	scan-pdf
Wis	6:7	As euerie ones charge is more or lesse, to his account is easier or harder, and the punishment if he offend smaller or greater. S. Gregorie.	scan-pdf
Wis	6:18	Wisdom is attained by this gradation: from the most true desire of discipline, and so from first to last, a resolute desire ioyneth faithful soules to God.	scan-pdf
Wis	7:1	Children in the mothers wombe are as in sleepe.	scan-pdf
Wis	7:7	Salomon wished, and vnderstanding was giuen him: and he inuocated, and the spirit of wisdom came vpon him.	scan-pdf
Wis	7:11	God first gaue him grace to desire wisdom before al other things.	scan-pdf
Wis	7:17	Salomon was a most excellent Philosopher.	scan-pdf
Wis	7:22	Proper Epithetons of the spirit of wisdom.	scan-pdf
Wis	8:1	God, the increated wisdom is infinite, and wisdom created is also most excellent amongst Gods guifts.	scan-pdf
Wis	8:7	This is also the speach of Salomon, recited by the writer of this booke.	scan-pdf
Wis	8:9	Of Salomons wisdom, riches, glorie, & renoumed fame, not only the bookes of Kings & Paralipomenon, but also our Sauiour doth witnes. Mat. 6 & 12.	scan-pdf
Wis	8:13	It is not certaine that Salomon hath immortal glorie, but rather by immortalitie is here vnderstood that his glorious fame remaineth to the end of this world.	scan-pdf
Wis	8:20	It is certaine that Salomon was sometime innocent and holie, but was peruerted by women. 3. Reg. 11.	scan-pdf
Wis	9:6	And if one be perfect among the children of men, and thy wisdom be absent from him, he shall be counted for nothing.	scan-pdf
Wis	10:2	Our first parent Adam truly repented, and had remission of his sinne.	scan-pdf
Wis	10:6	About Sodom there is only shew of fruit, which when it is touched faleth into dust.	scan-pdf
Wis	11:6	When the Israelites wanted water God gave them abundance out of rockes. But turned the Aegyptians waters into bloud.	scan-pdf
Wis	11:15	Aegyptians serving beasts for Gods, were plagued by frogges, siniphes, flyes, and locusts.	scan-pdf
Wis	11:17	God made no creature evil, as the Manichees foolishly imagined, neither is there any God but one, who alone created al things.	scan-pdf
Wis	12:4	From the land of Iurie, called sacred, because God was there rightly served in the old testament, and mans redemption was wrought there by Christ.	scan-pdf
Wis	12:10	By custome malice became as it were natural, after that nature was corrupted.	scan-pdf
Wis	12:18	Gods power being Almightie is only limited by his wil.	scan-pdf
Wis	12:27	Knowing him to be the only true God, by whom they saw their false Gods destroyed, yet they did not serve him as God.	scan-pdf
Wis	13:1	Gods most proper name is HE WHICH IS. Exo. 3. v. 14. Philosophers discussing the nature of manie creatures, saw that euerie creature proceeded of some other thing, & so there must needs be one beginning of al, absolute of it-selfe, neither proceeding nor depending of an other. And this is God.	scan-pdf
Wis	13:10	Seeing no creature how excellent soever, is or may be esteemed a God, it is more foolish to thinke an Image, or statue, or anie thing framed by mans hands can be God.	scan-pdf
Wis	14:1	Great madnes to invocate a woodden idol, more base & commonly more corruptible then the wood of a shippe.	scan-pdf
Wis	14:7	The author prophetically alludeth to the wood of the Crosse, on which our Saviour redeemed mankind. From whose death proceedeth mans iustification.	scan-pdf
Wis	14:12	Invention of Idols brought spiritual fornication, & corruption of manners.	scan-pdf
Wis	14:15	The father made vnto himself the image of his sonne. Caluin here falsly chargeth this booke with errour.	scan-pdf
Wis	14:22	The name God in the proper signification, can not be given to anie creature. Manie enormious crimes proceede from idolatrie.	scan-pdf
Wis	14:30	Two sorts of periurie: swearing by false Gods, and swearing vntruths.	scan-pdf
Wis	15:7	Of the diuers sorts of idols and idolaters see our briefe Annotation vpon the 113. Psal.	scan-pdf
Wis	15:8	Idolaters having forsaken and forgot the onlie true God, become as Atheists, making their temporal gaine of false Gods.	scan-pdf
Wis	15:17	Some idolaters worshipped brute beasts for Gods, as being better then sensles images: but al are abominable.	scan-pdf
Wis	16:1	The Aegyptians were plagued for their idolatrie. And that by beasts, because they worshipped beasts for Gods.	scan-pdf
Wis	16:5	The brasen serpent not by anie vertue inherent, but as a signe of Gods favour, was the meanes of curing the people.	scan-pdf
Wis	16:22	Haile did not extinguish the fire, by Gods power above nature.	scan-pdf
Wis	17:2	Literally the Aegyptians had darknes three dayes together. Exo. 10. v. 23.	scan-pdf
Wis	17:3	Morally they & other gentils were in darknes without faith in God, til Christs Resurrection the third day.	scan-pdf
Wis	17:10	A troubled conscience is a great torment.	scan-pdf
Wis	17:19	This signified the conversion of al nations to Christ.	scan-pdf
Wis	18:1	The Church is called holie, because it professeth holines, and hath alwayes some holie men, & without the Church there is no sanctitie.	scan-pdf
Wis	18:5	When the Aegyptians drowned the Hebrewes children, Moyses was saved, and referred to guide the Israelites, when the Aegyptians were drowned.	scan-pdf
Wis	18:13	A prophecie of Christ, comming into this world, when there was temporal peace, but extreme darknes of ignorance.	scan-pdf
Wis	18:20	An other example of difference in Gods punishing his people for their amendment, and of the obstinate vnto their ruine.	scan-pdf
Wis	19:1	God foreseeing the Aegyptians malice, permitted them to persecute his people, but was no way the cause nor authour of their sinne.	scan-pdf
Wis	19:13	The Amorhites refused to grant them passage. The Aegyptians brought them into servitude.	scan-pdf
Wis	19:17	God changing the naturall properties of elements, wrought iustice on sinners.	scan-pdf
Sir	5:12	Constancie in good purpose meriteth the promised peace, and iust reward.	scan-pdf
Sir	6:23	Manie preferre learning before pietie, which S. Augustin reproueth, preferring the godlie before the learned that are lesse vertuous.	scan-pdf
Sir	7:1	Whatfoeuer anie foweth that he shal reape, and the wicked shal eate the fruits of his owne workes.	scan-pdf
Sir	7:6	Great prudence and fortitude are required in al Iudges spiritual and temporal.	scan-pdf
Sir	7:15	In hel are diuers punishments, fire, burning, and the worme of conscience, vexing the soule, & both are eternall.	scan-pdf
Sir	7:35	Workes of mercie are also profitable to the dead, as prayer, almes, and sacrifice for soules in purgatorie.	scan-pdf
Sir	7:40	A most especiall preseruatiue from sinne.	scan-pdf
Sir	8:3	Briberie sometimes corrupteth Kings, much more other inferiour Iudges. And therfore it is better to suffer damage then to contend by law against the rich.	scan-pdf
Sir	8:19	In al consultations conferre with the skilfull; for the blinde can not iudge of colours, the sicke of taste: nor worldlie men of spirituall things.	scan-pdf
Sir	9:1	Seeing iealosie between man & wife is dangerous, much more vnnecessarie conuersation betweene other men and women: especially probable occasion of sinne is to be auoided.	scan-pdf
Sir	9:16	Constancie in good things, namely in freindship, is very necessarie.	scan-pdf
Sir	10:1	Example of rulers is of great efficacie.	scan-pdf
Sir	10:8	The causes of translating Kingdomes, & dominions.	scan-pdf
Sir	10:9	Couetousnes is the roote of al euils. 1.Tim. 6. In that for lucre manie fall into al fortes of sinnes, euen into schisme and heresie.	scan-pdf
Sir	10:14	Neuerthelesse pride is the beginning of al sinne, as this text expresly testifieth: and the reason is, for that mans inordinate selfe-loue is the cause of declining from Gods commandments.	scan-pdf
Sir	11:1	A wiseman humbling himselfe by penance, as Daniel did, or being vniustly humbled by others, as Ioseph was, shal be exalted by God.	scan-pdf
Sir	11:8	Expect the end of an other mans speach, before you begin to answer.	scan-pdf
Sir	11:16	One punishment of sinne is blindnes of hart, especially where is no remorse of conscience.	scan-pdf
Sir	11:27	In prosperitie is feare, and in aduersitie hope of change.	scan-pdf
Sir	12:1	It is rather crueltie then mercie to nourish a wicked man persisting in sinne: for so he runneth stil into more wickednes, and into eternall damnation.	scan-pdf
Sir	12:4	But the penitent is to be comforted and assisted.	scan-pdf
Sir	12:10	Euerie one is bound to loue his enemie of charitie; but in prudence it behoueth not to credite him. According to our Sauiours rule: Be wise as serpents and simple as doues. Mat. 10.	scan-pdf
Sir	13:1	He that toucheth pich, shal be defiled with it: and he that communicateth with the proud, shal put on pride.	scan-pdf
Sir	13:11	Be not humble in thy wifdom, left humbled thou be seduced into pusillanimicie.	scan-pdf
Sir	15:11	Say not: It is by God, that she is absent: for doe not thou the things that he hateth. God iustly decreed that which men vniustly haue done.	scan-pdf
Sir	15:14	God from the beginning made man, and left him in the hand of his owne counsel.	scan-pdf
Sir	15:21	He hath commanded no man to doe impiously, and he hath giuen no man space to sinne: for he desireth not a multitude of faithlesse and vnprofitable children.	scan-pdf
Sir	16:3	For better is one fearing God, then a thousand impious children.	scan-pdf
Sir	16:15	Al mercie shal make a place to euerie man according to the merite of his workes, & according to the vnderstanding of his peregrination.	scan-pdf
Sir	18:22	Be not hindred to pray alwayes, & feare not to be iustified euen to death, because the reward of God abideth for euer.	scan-pdf
Sir	21:1	As a serpent deceitfully approcheth & stingeth the bodie, so al sinnes inuegle and hurt the soule.	scan-pdf
Sir	21:29	Wicked men condemning the diuel or anie other wicked, doe indeed condemne themselues. And to them agreeth that sentence of our Sauiour: By thyne owne mouth I iudge thee, naughtie servant. Luc. 19.	scan-pdf
Sir	22:1	Contempt & ignominie is the worldlie punishment of the slouthful, besides his eternal damnation at the day of iudgement. Mat. 25. v. 30.	scan-pdf
Sir	23:1	Man being weake and the enemie surtie & strong, he is not able to resist tentations without Gods special grace, for which the wiseman therefore prayeth.	scan-pdf
Sir	23:9	Against rash, vntrue, & vnlawful swearing.	scan-pdf
Sir	23:15	In oathes God is called to witnes as he that can not lie, but blasphemie attributeth that to God which perteyneth not to him, and so is a contrarie sinne to vnlawful swearing. Both are mortal sinnes.	scan-pdf
Sir	23:32	Seeing carnal adulterie is seuerly punished, much more spiritual: as heresie, and apostasie from Catholike Religion.	scan-pdf
Sir	24:1	Diuine wisedome, the Second Person of the B. Trinitie, begotten, not created, praiseth it self.	scan-pdf
Sir	24:11	God offereth his grace, but forceth not anie to accept it.	scan-pdf
Sir	24:14	Creation is not here taken in the strict signification, but for diuine production, in that God the Father by vnderstanding begetteth God the Sonne.	scan-pdf
Sir	24:29	The more grace any hath, the more he desireth and receiueth.	scan-pdf
Sir	25:14	Al happines in this life is grounded in the feare of God.	scan-pdf
Sir	25:17	The description of heresie vnder the figure of a wicked woman: whose malice is secretly couered vnder pretence of truth and pietie.	scan-pdf
Sir	25:29	Lay-headship in spiritual causes is vnreasonable and absurde.	scan-pdf
Sir	26:1	An vnquiet life depriueth a man of much comfort: and therfore continual peace is as double life.	scan-pdf
Sir	26:9	As when oxen moue, the yoke on their necks doth moue withal: so a wicked woman (to wit heresie) can not rest, nor let others rest quiet.	scan-pdf
Sir	26:16	The Catholike faith is the ground of al vertues.	scan-pdf
Sir	27:1	The soule is kept in good state by fearing God.	scan-pdf
Sir	27:5	After that sinne is purged there remaines relikes in the soule, as dust in a seue when the chaffe is cast out, til it be more purged or washed.	scan-pdf
Sir	27:12	Whether the sunne shineth forth or not, it is alwayes light: so is a wise man always vertuous.	scan-pdf
Sir	27:15	A foole, or wicked man, hath no light of vertue in himselfe (like the moone) but sometimes seemeth to haue more light, sometimes lesse, sometimes none at al. S. Bernard.	scan-pdf
Sir	27:28	He that exceedingly doth iniurie to an other is justly punished also in this world.	scan-pdf
Sir	28:1	He that seeketh reuenge contrarie to the course of iustice, or of euil intention or of rancor of mind, sinneth grieuously.	scan-pdf
Sir	29:1	Lending is a worke of mercie, & a kinde of almes. To repay that is borowed is a worke of iustice: witingly not to restore is as bad as theft.	scan-pdf
Sir	29:27	Prudence requireth that by helping an other, thou doest not overthrow thy self.	scan-pdf
Sir	30:1	The eldest sonne being heyre to his father, is to haue special care of the other children, euen to the aduenturing of his owne hurt for their liues.	scan-pdf
Sir	30:15	Pietie is aboue al riches and honour.	scan-pdf
Sir	30:24	Suffer not vnnecessarie pensiuenes to afflict thy mind, through pusillanimirie. But relie wholly vpon Gods wil and prouidence, resigning thy wil vnto his.	scan-pdf
Sir	31:1	They that imploy al their studie to get vertues, shal be more free from tentations of the flesh.	scan-pdf
Sir	31:8	It is in mans freewil to transgresse, & therefore they are happie, that through Gods grace doe not breake his commandments.	scan-pdf
Sir	31:29	As bread is the chiefe sustenance of the bodie, so doctrine is of the minde, which being good nourisheth, & if it be bad corrupteth them that receiue it.	scan-pdf
Sir	32:1	Humilitie is necessarie in al, but most especially in men of auctoritie. The greatest art in this life is to contemne vaine glorie in height of auctoritie. S. Greg. de cura pastoralis.	scan-pdf
Sir	32:24	God directeth mens resolutions, and actions, when they vse the meanes of consultation, as he hath appointed.	scan-pdf
Sir	33:5	Men led with passions runne from one vice into an other without ceasing. Especially heretikes runne into manie errours.	scan-pdf
Sir	34:1	Vaine dreames are not to be regarded: but some are good & from God. Whatsoever is written in holy Scripture is vndoubtedly true.	scan-pdf
Sir	34:9	God also prouideth that alwayes there be some which truly explicate his law.	scan-pdf
Sir	34:26	He that destroyeth that an other buildeth, bringeth two mens labours to nothing. Recidiuation into sinne maketh the former repentance frustrate.	scan-pdf
Sir	35:1	Sacrifices of penance, of iustice, and of praise, are better then external sacrifices.	scan-pdf
Sir	35:6	Neuerthelesse external sacrifice is also necessarie.	scan-pdf
Sir	36:1	This prayer imputeth also a prophecie of the conuersion of the Gentils.	scan-pdf
Sir	37:1	As freindship is a most necessarie thing in humane life; so feined freindship is most dangerous.	scan-pdf
Sir	37:19	Man is bound to vse al prudent endeavour, & withal most especially pray for Gods direction.	scan-pdf
Sir	37:27	The dayes of the Blessed in heaven, who see God, are eternal.	scan-pdf
Sir	38:1	Mans bodie naturally needeth sustenance, & sometimes phisike, and so doth his soule; which as it is more excellent, so it ought to be more regarded.	scan-pdf
Sir	38:9	Spiritual infirmitie requireth spiritual phisike.	scan-pdf
Sir	38:13	To auoide euil speach, and shew that thou art truly sorie for the death of thy freind. But moderate thy sorow, lest it hurt thy selfe.	scan-pdf
Sir	38:24	When pastours haue leisure from preaching, they may then profite others by writing. So S. Paul not only preached, but also writte.	scan-pdf
Sir	39:1	Besides actiue life commended in the former chap. it is necessarie that vertuous men vse also meditation & contemplation.	scan-pdf
Sir	39:8	True knowledge of holie Mysteries: without which meditation wil be erronious.	scan-pdf
Sir	39:18	Puritie of soule free from grieuous sinnes, and endowed with vertues.	scan-pdf
Sir	39:20	Humilitie is especially required in contemplatiue persons.	scan-pdf
Sir	39:27	Hope of eternal reward comforteth, & encourageth the seruants of God.	scan-pdf
Sir	39:31	In the meane time God giueth necessaries for this life. Which the good vse rightly to their merite, & the wicked vse euil to their damnation.	scan-pdf
Sir	39:33	Diuels were created in state of grace, & of their owne wil fel from God, & consequently were punished.	scan-pdf
Sir	40:1	The penalties which al men euen new borne infants suffer, doe shew that al in general are guiltie of original sinne.	scan-pdf
Sir	40:17	The societie of Christs Church flourishing in al vertues excelleth the benefits of the old Testament.	scan-pdf
Sir	40:29	Euerie one is bound to labour that he want not necessaries.	scan-pdf
Sir	41:5	It is to no purpose after death to accuse the shortnes or length of life; pretending the same to haue been cause of sinne.	scan-pdf
Sir	41:12	It behoueth children, and teachers to esteeme that which their elders teach: though the same doth not seeme reasonable in their owne opinion.	scan-pdf
Sir	42:1	It is not lawful to repeate that which we iustly promise to conceale.	scan-pdf
Sir	42:14	There is more danger in conuersing familiarly with a wicked man, then with a freindlie woman, in which conversation much prudence is required.	scan-pdf
Sir	42:19	The excellencie of God, which can not be seen with mortal eye, is proposed to our meditation in his workes.	scan-pdf
Sir	43:1	Of al sensible creatures the sunne is most excellent. Of which al corporal creatures receiue their light: & by whose influence al generation of creatures proceedeth.	scan-pdf
Sir	44:1	Vertuous men are rightly called Lords, and Princes.	scan-pdf
Sir	44:16	Enoch shal preach penaunce in the time of Antichrist.	scan-pdf
Sir	44:17	Noe was perfect.	scan-pdf
Sir	44:20	Abraham father of al the beliefers in Christ.	scan-pdf
Sir	44:25	Isaac and Iacob were blessed in Abraham.	scan-pdf
Sir	45:6	Moyses saw Gods workes more cleerly then other Prophets, yet saw not his substance, as is noted Exod. 33.	scan-pdf
Sir	45:7	Aarons Priesthood continued so long as Moyses law: that was til Christ. And now the Priesthood according to the order of Melchisedech continueth to the end of the world.	scan-pdf
Sir	45:25	The tribe of Leui had not a portion of inheritance separate from the rest, but had tithes, first fruits, and oblations for their temporal prouision.	scan-pdf
Sir	46:1	Iosue succeeded in the temporal gouernement: for the spiritual to the successours of Aaron.	scan-pdf
Sir	46:9	Only Iosue and Caleb remained of those which came out of Aegypt, al the rest dyed in the desert; and their children entered into Chanaan.	scan-pdf
Sir	46:13	Though some of the Iudges were sometimes great sinners, yet they were finally iust, & for their good actes much renowned.	scan-pdf
Sir	46:16	Samuel annointed Saul and Dauid Kings.	scan-pdf
Sir	46:23	If Samuel himself had not appeared, (but some other spirite) it could not haue been noted in his praises. See 1. Reg. 28.	scan-pdf
Sir	47:10	Among al the renowned actes of Dauid his pure and sincere hart most pleased God.	scan-pdf
Sir	47:14	For Dauids sake God gaue wisdome to Salomon, and peace in his kingdom.	scan-pdf
Sir	47:20	Salomons sinnes were punished, but Gods mercie continued in conferuing his posteritie. Psal. 88.	scan-pdf
Sir	48:4	Elias procured fire from heauen to burne his sacrifice, 3. Reg. 18. and twice more to burne an hundred men which persecuted him. 4. Reg. 1.	scan-pdf
Sir	48:10	Not only this booke but other holie Scriptures also witnes that Elias shal returne and preach before the end of the world. Mal. 4. Mat. 17.	scan-pdf
Sir	48:14	The miracle wrought by his dead bodie shewed that he was an holie Prophet.	scan-pdf
Sir	48:22	Prayer preuailed, when forces were not sufficient.	scan-pdf
Sir	49:4	Manie other Kings of Iuda restrained alwaies from committing idolatrie, but these three destroyed al places of idolatrie in their kingdom.	scan-pdf
Sir	49:18	Ioseph prophecying that the people should depart from Aegypt, willed them to carie his bones with them.	scan-pdf
Sir	50:1	This Simon called Iustus, and Priscus, was high Priest when this booke was written, a very holie man, dead before it was translated into Greeke about 300 yeares before Christ.	scan-pdf
Sir	50:22	Three nations; the Idumeans, Philistimes, and Samaritans, did most persecute the Israelites.	scan-pdf
Sir	50:27	They are also called a foolish people, because they knowing true religion mixed idolatrie therwith.	scan-pdf
Sir	51:1	Where we are not able to render recompence to benefactours, especially to God, we are the more bound to acknowledge his manie great benefits, altogether vndeserued by vs.	scan-pdf
Prv	13:12	A way which seemeth just.) If any Jewes, Turkes, or Heretikes lead a moral good life in this world, it seemeth both to themselves, and to other rude people, that they are in a right way of salvation, but their errour in faith leadeth them to eternal damnation.	scan-pdf
Prv	13:30	Health of the hart.) As foundnes of the hart conserveth the rest of the same bodie in life, so a pure intention often excuseth from mortal sinne, as in errours committed of probable, not of grosse, nor affected ignorance. But secret envie in the hart infecteth and putrifieth mans actions, and destroyeth the worke that seemed good: which can no more endure strict examination in the day of judgement, then a rotten cloth can abide washing.	scan-pdf
Prv	31:10	A valiant woman who shal finde?) Upon occasion of his mothers most prudent admonition, the wiseman singularly praiseth a perfect vertuous woman. And that in an exquisite kind of stile: in Tetrametricall Iambike verse, with perfect order and number of the Alphabet letters, signifying, as S. Ierom teacheth, that as none can reade, or speake words, vnles they first learne to know the letters: so we can not attaine to know the greater Mysteries in holie Scriptures, except we beginne with moral good life, according to that the Prophet sayth: By thy commandments I have understood. And therefore wise Salomon, by instinct of the Holie Ghost, as wel by the manner of stile, as by the doctrine conteined, concludeth his Booke of Parables, with praise both of the Church in general, which hath al the vertues, and good properties here mentioned, and of everie faithful soule, sincerely serving God, which either in deed, or in desire of mind, hath such part of them, as may suffice to the attaining of eternal life.	scan-pdf
Sg	1:1	The Church of the old testament desireth Christs comming in flesh: and the Christian Church prayeth for his comming in glorie.	scan-pdf
Sg	1:5	The Church outwardly afflicted, is inwardly fayre.	scan-pdf
Sg	1:7	Christ encourageth his spouse the Church.	scan-pdf
Sg	1:9	She meditateth of his Passion and Resurrection.	scan-pdf
Sg	1:11	Christ praiseth his spouse.	scan-pdf
Sg	1:14	She againe praiseth him.	scan-pdf
Sg	1:15	With thankes for her repose, and present consolation.	scan-pdf
Sg	2:1	Christ professeth himselfe the flowre of mankind: yea Lord of al creatures.	scan-pdf
Sg	2:2	The Church excelleth al other societies: In the Church the godlie excel sinners: Among the innocent and holie, the Virgin Marie surpasseth al.	scan-pdf
