BookAbbrev	Chapter:Verse	Annotation	Source
2Mc	15:12	Onias prayed for al the people. And Ieremie prayeth for the people. Seeing the Prophet Ieremie, and the High-Priest Onias, being in Limbo patrum, did pray for the whole people of the Iewes, it is also certaine that they, and other Saints in glorie, doe of their excellent charitie pray for those that are in this mortal life. S. Bernard admonisheth that a good religious man is like to this Onias who prayeth to God for al the people.	scan-pdf
2Mc	15:14	Ieremie persuaded the King to yeald himself to the Chaldees, and not to resist. But now he delivereth a sword to Iudas, exhorting him to fight: according to Gods wil in divers cases, for there is a time of warre, and a time of peace. Eccle. 3.	scan-pdf
2Mc	15:18	Gods honour and holie things are first and principally to be respected, before worldlie freinds, though they also must be regarded in due order and place.	scan-pdf
Jer	1:1	Gods clemencie inuiteth to repentance, & his iustice punisheth obstinate sinners.	scan-pdf
Jer	1:3	He Prophecied also in banishment in Aegypt. Ieremie had fiue speciall prerogatiues: He was sanctified in his mothers wombe; a Priest; a Prophet; a perpetuall virgin; & Martyr.	scan-pdf
Jer	1:9	He prophecied not only of the Iewes but also of the Gentils.	scan-pdf
Jer	1:11	God is watchful to performe his word.	scan-pdf
Jer	1:19	God promised not peace in his life, but victorie in his death.	scan-pdf
Jer	2:2	God multiplied Israel in Aegypt, & deliuered them from seruitude. Not of anie desert, but of Gods mere grace Israel was preferred before other nations.	scan-pdf
Jer	2:12	God commanding two things, to flye from euil & to doe good: the Iewes contrariwise left God and serued idols.	scan-pdf
Jer	2:30	Gods intention when he punisheth, is to moue sinners to repentance: afflicting them in this life, that they may escape eternall damnation.	scan-pdf
Jer	3:1	No idolatrie nor other sinne whatsoever can be so great, but God wil remitte it, if the sinner be penitent.	scan-pdf
Jer	3:11	The kingdom of Iuda receiving more benefites was more faultie then the kingdom of Israel, but neither of them excusable.	scan-pdf
Jer	3:17	After the captiuitie manie Iewes returned to God, but especially this prophecie is fulfilled in the Gentils since Christ.	scan-pdf
Jer	4:1	An oth is an act of religion, & lawful, so it be made by God Almightie, not by false Gods, and with three conditions: in truth, not falsly; in iudgement, with due consideration; and in iustice.	scan-pdf
Jer	4:27	Gods providence never suffereth the Church to be destroyed.	scan-pdf
Jer	5:1	Except al requisite conditions be observed in an oth, it is unlawful.	scan-pdf
Jer	5:6	By the lion, the Prophet seemeth to vnderstand Nabuchodonosor. By the woolf Nabuzardan. By the leopard Alexander the Great, or Antiochus Epiphanes.	scan-pdf
Jer	5:29	It is against Gods iust iudgement to omit such things vnpunished.	scan-pdf
Jer	8:17	As serpents can not be hindered by inchantments from hurting men, no more can the furious Chaldees be disswaded from killing, and spoiling, and ransaking the Israelites.	scan-pdf
Jer	11:12	Flesh offered in sacrifice is holy, but profiteth not those that are obstinate in sinne.	scan-pdf
Jer	11:18	Our Lord shewed me, and I have known, and foretold, that he should be betrayed & crucified.	scan-pdf
Jer	12:1	He speaketh only of the wicked, for some relikes remaine.	scan-pdf
Jer	14:13	False Prophets seducing the people, can not excuse them from sinne. For when the blind leadeth the blind, both fall into the pit.	scan-pdf
Jer	14:17	Notwithstanding there were very many grievous sinners, yet in respect of the just the Church is a virgin.	scan-pdf
Jer	16:1	No prayers of others doe auaile for obstinate & impenitent sinners. Moyses and Samuel, after their death, both could and did sometimes pray for the people. S. Ierom, S. Chrysostom, and S. Gregorie vnderstand this of Moyses and Samuel being in blessed state, where their former great zele and charitie were now greater, and more perfect then in this life.	scan-pdf
Jer	17:1	The Prophets of the old testament were zealous.	scan-pdf
Jer	18:4	A potter can make a new vessel of the same clay being misformed, so God can also reforme man being hardened in hart.	scan-pdf
Jer	18:13	Alluding to his owne persecution the Prophet here speaketh expressly of Christ, as S. Ierome sheweth, when the Iewes crucified Christ.	scan-pdf
Jer	19:1	This revelation was made to Ieremie long after those in the former chapters.	scan-pdf
Jer	20:1	Gods grace is euer ready that sinners may conuert if they wil.	scan-pdf
Jer	21:1	Comminations to Ierusalem, especially to the King, euil Priests, & false Prophets.	scan-pdf
Jer	21:8	Gods grace is euer ready that sinners may conuert if they wil.	scan-pdf
Jer	22:1	Every one relying upon his private spirit is a manifest note of heresie.	scan-pdf
Jer	23:5	A Mission of Pasteurs and Prophets was alwayes so necessarie in Gods Church, that whosoeuer commeth without right mission, is a false prophet.	scan-pdf
Jer	23:21	False Prophets may doe false miracles, that is, strange things to deceive others: but can not worke true miracles. The note of right mission is a more secure marke to know true & false Prophets.	scan-pdf
Jer	24:1	The Iewes are reproved.	scan-pdf
Jer	25:30	Though God of his nature is most meeke, yet provoked by sinne he powreth out wrath.	scan-pdf
Jer	26:2	Gods comminations are conditional, if the people persist in sinne, they shal be punished, but if they repent the punishment shal be mitigated.	scan-pdf
Jer	28:6	The Prophet hearing a good thing falsly avouched wisheth it might be so, but warneth the people not to belieue it, because it is false.	scan-pdf
2Mc	10:8	They decreed.] Beza in his Annotations (in Ioan 10. v. 22.) set forth in English in the yeare 1603. confesseth that the feast which our Sauiour obserued, was instituted by Iudas Machabeus, and his brethren, after the restoring of Gods true religion by casting out Antiochus his garrison. It is also cleare that this feast was in winter, ibidem, agreeable to the text, in the month of Casleu, which is Nouember, whereas the feast of tabernacles was in September, before winter; and the feast of restauration of the temple after the captiuitie of Babylon, was in Adar (1. Esd. 6.) which is Februarie, between which time and middes of March, was not competent space for those things which Christ did after this feast, before his Passion. And therefore it is very strange that Beza, or other Protestants wil denie these Bookes to be Canonical: which haue so excellent a testimonie by the Euangelist of our Sauiours owne fact.	scan-pdf
2Mc	15:12	Onias prayed for al the people. And v. 14. Ieremie prayeth for the people.] As against prayer of the faithful for the dead (Ch. 12.) so against prayer of Saints for the militant Church, Protestants haue no better euasion, when they are pressed with these examples, then by denying the auctoritie of the Books. For seeing the Prophet Ieremie, and the High-Priest Onias, being in Limbo patrum (no holie soules ascending into heauen before Christ) did pray for the whole people of the Iewes, it is also certaine that they, and other Saints in glorie, doe of their excellent charitie pray for those that are in this mortal life. Yet neither doe we Catholikes vrge this place, as though we had no other to alleage, for we shew the same doctrine by other holie Scriptures, Gen. 48. Exo. 32. Iere. 15. Luc. 16. and others. Among others ancient Origen (tomo 18. in Ioan.) sayth, it appeareth that Saints departed from this life haue care of the people, as it is written (sayth he) in the Acts of the Machabees, manie yeares after the death of Ieremie: this is Ieremie the Prophet of God, who prayeth much for the people. Likewise S. Bernard Ser. 1. vigil. Natiuit. Domini, admonisheth that a good religious man is like to this Onias: who prayeth to God for al the people.	scan-pdf
2Mc	15:39	If not so worthily.] He demandeth not pardon, as though he suspected any errour in his doctrine or in the history, but of his vnpolished stile in writing. As S. Paul sayth that himself was rude in speach, yet not in knowledge, 1. Cor. 11. v. 6. But we, who by Gods great goodnes haue passed now to the end of this English old Testament; iustly fearing that we haue not worthily discharged so great a work: & in no wise presuming that we haue auoided al errours, as wel of doctrine as historie: much more we acknowledge that our title is rude & vnpolished. And therefore we necessarily, and with al humilitie craue pardon of God & of his glorious Saints, Likewise of the Church militant, & particularly of you, right welbeloued English readers, to whom as at the beginning we directed & dedicated these our endeuours: so to you we offer the rest of our labours, euen to the end of our liues: in our B. Sauiour IESVS Christ, to whom be al prayse and glorie. Amen.	scan-pdf
Jer	29:1	After seventy yeares captivitie the temple shall be reedified, but more fully & more perfectly this Prophecie is fulfilled in Christ and his Apostles.	scan-pdf
Jer	31:2	Together with the two tribes manie also of the tribes of Israel found grace in the desert. When Christ came he redeemed more then the former.	scan-pdf
Jer	31:20	Recidination into former sinnes after remission offendeth God more then the former sinnes, as our Saviour teacheth by a Parable.	scan-pdf
Jer	32:17	Behold thou hast made heaven and earth in thy great strength: no word shal be hard to thee.	scan-pdf
Jer	32:30	When they were in the wildernes newly delivered from Egypt, they committed manie hainous crimes: in murmuring, schisme, idolatrie, & other carnal & spiritual sinnes.	scan-pdf
Jer	33:1	God is faithful in his promises.	scan-pdf
Jer	34:11	Recidination into former sinnes after remission offendeth God more.	scan-pdf
Jer	34:17	God was not the cause of the Babylonians crueltie, but permitted & directed the same to punish the Iewes.	scan-pdf
Jer	36:5	Ieremie and Baruch hid themselves in secret places, as Catholike Priests doe now in England, that they may better exercise their function.	scan-pdf
Jer	36:23	The secretarie cut out the leaves and burnt them by the Kings commandement.	scan-pdf
Jer	37:1	God directed the searchers so they could not find the hidden prophets.	scan-pdf
Jer	38:17	Prophecies are not only certaine when a thing is absolutely foretold, but also when they are conditional.	scan-pdf
Jer	41:6	Not sincerely weeping, but hypocritically feyning to lament the destruction of the Temple and Citie.	scan-pdf
Jer	41:7	Auarice taketh crueltie when nothing els can.	scan-pdf
Jer	42:1	The people sought counsel from the Prophet.	scan-pdf
Jer	43:1	The people disobeyed the Prophets counsel.	scan-pdf
Jer	44:14	They reputed the moone as Queene, and the sunne as King of the starres: more peculiarly men did sacrifice to the sunne, and women to the moone.	scan-pdf
Jer	45:1	Baruch is comforted.	scan-pdf
Jer	46:1	Prophecies against the nations.	scan-pdf
Jer	47:1	Babylon which is northward from Palestine.	scan-pdf
Jer	48:1	Nabo a chief citie of Moab and Cariathaim, Hesebon, Oronaim, and the rest shall be destroyed.	scan-pdf
Jer	49:23	This Prophecie perteineth to Syria, whereof Damascus is the chief citie.	scan-pdf
Jer	49:28	Cedar was one of Ismaels sonnes, and Asor the chief citie of the Agarens, to whom this Prophecie perteineth.	scan-pdf
Jer	50:1	The destruction of Babylon is prophesied.	scan-pdf
Jer	51:1	In al this chapter the Prophet amplifieth the vtter destruction of Babylon.	scan-pdf
Jer	52:1	The fall of Jerusalem is recorded.	scan-pdf
Lam	1:9	Idolatrie which is spiritual adultrie.	scan-pdf
Lam	1:12	First Nabuchodonosor tooke away much treasure, afterwards his capitaine Nabuzardan spoyled al.	scan-pdf
Lam	1:18	Ægypt wherin the Iewes trusted to finde ayde, could not, or at least did not help them.	scan-pdf
Lam	1:20	At home is famine.	scan-pdf
Lam	2:13	As the sea exceedeth al other waters, so the affliction of Jerusalem surpasseth al.	scan-pdf
Lam	2:19	This happened in Samaria, & in the siege of Jerusalem by Titus and Vespasian.	scan-pdf
Lam	3:30	Especially understood of Christ. Matt. 26.	scan-pdf
Lam	3:33	God punisheth his servants not to hurt them but for their good.	scan-pdf
Lam	3:38	The speech of such as deny Gods providence.	scan-pdf
Lam	3:47	Preaching of false Prophets hath brought these evils upon us.	scan-pdf
Lam	4:10	Women being by nature pitiful, were cruel to their own children.	scan-pdf
Lam	4:13	False Prophets were called by the name of Prophets, as they seemed in the world to be.	scan-pdf
Lam	4:19	This pertaineth either to King Iosias by the Egyptians, or to Sedecias taken by the Chaldees. Mystically of Christ our Saviour. S. Aug.	scan-pdf
Bar	1:1	This Prophecie is supposed by many to be Ieremies. By others accounted Baruchs. By al holden to be Canonical Scripture.	scan-pdf
Lam	5:1	Remember O Lord what is come upon us: consider and behold our reproach.	scan-pdf
Bar	1:11	Seeing it was Gods wil they should be under the Chaldees then any other foreine nation.	scan-pdf
Bar	2:26	The temple was not as yet destroyed, but the Prophet speaketh of it as he saw it should come to passe.	scan-pdf
Bar	2:35	The law of Moyses ceased after Christ, but Christs law continueth to the end of the world.	scan-pdf
Bar	3:22	Fabulatores, those that did frame moral examples for instruction of manners, were worthily esteemed in al ages: not such as feyned false and ridiculous Gods.	scan-pdf
Bar	3:24	It is vnpossible to finde true wisdom without Gods grace, & by his grace it is easily found.	scan-pdf
Bar	3:26	By this text, most of the Fathers proue Christ to be God against Iewes, Paganes, and Heretikes.	scan-pdf
Bar	4:1	Wisdom wherof he spake in the former chapter is the law and commandment of God.	scan-pdf
Bar	5:2	Mercie is here called iustice, in respect of Gods promise, for although his promise was of his only mercie, yet the performance proceedeth also from his iustice.	scan-pdf
Bar	6:24	Idolaters imagining that idols had diuine power, foolishly esteemed them of great value & price.	scan-pdf
1Mc	12:2	Sparta the chief citie of Lacedemonia called also Lacedemon, and Taramne.	scan-pdf
1Mc	12:6	Spartians otherwise called Lacedemonians (by Iosephus and other writers) descended from Abraham, v.21. and were in great league with the Iewes.	scan-pdf
1Mc	12:19	The Spartianes had written this epistle before Onias wrote to them, though it be here placed after.	scan-pdf
1Mc	12:21	There remained with the Spartiates old writes of genealogies, as Iosephus supposeth. c. 12. c. 3. li. 13. c 9.	scan-pdf
1Mc	12:39	Morally in Tryphonis noted the practise of the diuel: who intending to ouerthrow a King or a Kingdome, first seeketh to deceiue the pastours, and to destroy them: especially by errour or other sinne. For (as S. Gregorie teacheth, ho. 28.) if the pastours life be corrupted, his doctrine wil be contemned.	scan-pdf
1Mc	14:20	Sparta being the chief citie of Lacedemonia, had manie cities subiect & depending as vpon their Metropolis.	scan-pdf
1Mc	14:25	When peace was established in al Iurie, and friendshippe confirmed with the Romanes, & Lacedemonians, the whole nation of the Iewes in gratitude towards Simon, who onlie now remained of Mathathias sonnes, confirmed him in the office of high-priest perpetually or for euer, v.41 that is, during his life, & to his progenie, v.49.	scan-pdf
1Mc	16:13	He beginning to gouerne in the yeare 170. ch. 13. v. 41. 42. had difficulties the first & last yeares, in the rest they had peace.	scan-pdf
1Mc	16:16	To be inebriared signifieth no more but to be replenished with drinke competently, or aboundantly, without excesse. As Psal. 6. v. 10. the earth inebriated, and v. 11. riuers inebriated. That is, aboundantly replenished without excesse. S. August q. 144. in Gen.	scan-pdf
2Mc	1:10	It seemeth that either this Iudas was the first sonne of Iohn Hyrcanus (otherwise called Aristobulus) or rather Iudas Essenus, of whom ch. 2. v. 14. and of whom Iosephus writeth. li. 13. c. 19.	scan-pdf
2Mc	1:19	In this fire were foure miracles. First it was not changed into ayre but into water. v. 20. Secondly this water being cast on the molles of sacrifice was kindled as fire v. 21.	scan-pdf
2Mc	1:27	Thirdly, it burned also being cast upon stones v. 32.	scan-pdf
2Mc	1:32	Fourthly, it was extinguished by the light that came from the altar, v. 34.	scan-pdf
2Mc	1:36	Nephthar, sig. in Hebrew deliverie, which is the effect of purification, for the temple & other holy things being purified, were delivered from prophane use.	scan-pdf
2Mc	2:1	S. Ambrose, li. 3. c. 14. Offic., writeth at large of this miracle.	scan-pdf
2Mc	2:9	This seemeth to be the same Iudas Essenus who with others write this epistle. ch. v. 10.	scan-pdf
2Mc	3:1	Three things make a commonwealth to be in good state: 1. Good agreement of principal men amongst themselves, & with the commonalty. 2. Exact observation of good laws. 3. And eminent virtue of the supreme governor with exercise of piety and hate of crimes.	scan-pdf
2Mc	3:4	Other three things do trouble the state: Obstinacy in offenders, not content to be corrected. 2. Inveterate malice seeking revenge against Superiors. 3. and avarice of princes, to rob the holy or common treasure.	scan-pdf
2Mc	3:17	These virgins remained in places near to the temple, brought up in exercises of piety, fasting and praying, til they were despoused. 1 Reg. 1, v. 22. S. Ambrose li. de virginib.	scan-pdf
Jer	27:2	Bands and chaynes are signes of captiuitie, because they are the very instruments.	scan-pdf
Jer	27:4	Hangmen, or executioners, are Gods instruments, & his seruants in punishing the wicked.	scan-pdf
Ez	3:1	By this Metaphor of eating a book, is signified, that the Prophet received reuelations from God, as appeareth. v. 10 &c.	scan-pdf
Ez	3:7	By this place and the like (Mat. 11. v. 21.) it seemeth that the same grace being offered to diuers persons, some doe accept it, and some doe not: but the cause of difference is by more grace added to the former which was sufficient before, and by this superaddition is made effectual. That God giueth this abundance to some is of his mercie, and that he giueth it not to other is no iniurie. Ro. 9.	scan-pdf
Ez	7:20	Adorning of idols with much gold was occasion that the Chaldees spoiled the citie more eagerly.	scan-pdf
Ez	8:1	After that the Prophet had rested in his house 390. dayes, in which time when so euer he slept, he lay only on his left side, & 40. dayes in like manner on his right side, which was in al 430. dayes, which make one yeare, two months, and fiue dayes, the next day he had this other vision before he went forth to preach.	scan-pdf
Ez	12:22	That which is commonly said of manie is called a Prouerb. False Prophets perswaded the people, that seeing the captiuitie foretold by the Prophets was not yet come, therefore it would neuer come. As heretikes shal deny the day of general iudgement. 1. Pet. 3.	scan-pdf
Ez	18:21	Another general rule is here giuen, That as men alter their manners from euil to good or from good to euil, so they shal be iudged & finally rewarded or punished, according to the state wherin they end this life.	scan-pdf
Ez	18:26	As a soule in mortal sinne spiritually is dead, so truly repenting it returneth to spiritual life. Not only repentance, which is auersion from sinne, & conuersion to God, but also doing penance, that is satisfaction for sinnes is necessary to saluation.	scan-pdf
Ez	23:25	In that the Chaldees were the ministers of Gods wrath, they are called his rod, as Assur is called the rod of his furie. Isa. 10. v. 5.	scan-pdf
Ez	23:28	By the nose S. Ierom, vnderstandeth the King; by the eares the Priests & Iudges, who were not slaine but cut off from the people, and caried into captiuitie. 4. Kg. 25. Iere. 52.	scan-pdf
Ez	23:36	This demand is an admonition to iudge & condemne their wickednes, without intermission.	scan-pdf
Ez	23:37	Circumstances of places and times doe aggrauate sinnes very much, which are therefore more seuerely punished.	scan-pdf
Ez	29:19	Of this place S. Ierom proueth that God rewardeth Infidels for their moral good works temporally, though they cannot merite an eternal reward as the just doe.	scan-pdf
Ez	30:1	The day of iust punishment is called the day of our Lord. As the Apostle calleth the day of general iudgement the day of our Lord. 1. Cor. 5. 2. Cor. 1. & 1. Thess. 1.	scan-pdf
Ez	36:1	Your captiuitie and distressed state hath giuen occasion to al nations to speake & discourse of you. As Ieremie prophesied, ch. 24. v. 9, I wil giue them into reproch, and a Prouerb &c.	scan-pdf
Ez	40:16	In explicating this vision by reason of the obscuritie, is great varietie amongst the expositours, but al agree that God here reuealed to the Prophet, that he wil reward the good, to wit, in the old Testament temporally, & in the new spiritually, first with grace in this life, and with eternal glorie in life euerlasting.	scan-pdf
Ez	40:31	To the gates of the vtter wal was ascent of seuen steps, but of the inner wal (v. 21.) of eight steps, to signifie that more perfection is required in the new Testament then was in the old, for which more grace is giuen and better reward. S. Gregorie.	scan-pdf
Ez	1:1	The coniunctiō, And, being the first word, either ioyneth the context to the title, or (as S. Gregorie expoundeth it) the exteriour words vttered to the interiour, reuealed to the Prophet in spirit.	scan-pdf
Ez	1:1	Either the thirtith yeare of his age, or the 30. since the captiuitie was Prophecied, in the reigne of Iosias 4.Reg. 22. v.18.	scan-pdf
Ez	1:9	They turned not about, but hauing faces on euery side were readie to goe euerie way.	scan-pdf
Ez	1:16	S. Gregorie expounding this vision of the foure Euangelistes, or of the whole new Testament, teacheth that the old & new Testaments are each in the other; both teaching the same things in diuers manners.	scan-pdf
Ez	1:22	In this chapter the Prophet describeth foure parts of a vision which he saw at one time: of a whirle winde, v.4. of foure liuing creatures, v.5. of foure wheeles v.15. & of a man sitting in a throne in the firmament. v.26. For vnderstanding of al which, learned Commentaries doe hardly suffice.	scan-pdf
Ez	2:1	Sonne of man, but no other so calleth him. Here the Angel most frequently calleth Ezechiel the Sonne of man, as wel to distinguish between Angelical and humane kind, as in honour of Christ, of whom this and other Prophets were figures: but why Ezechiel, and scarce any other (Dan.8. v.17.) had this title is hard to explicate.	scan-pdf
Ez	2:9	Lamentation, and song to the praises of God.	scan-pdf
Ez	2:10	Woe to the desperate.	scan-pdf
Ez	4:2	To make a banke, a ditch is also made, ordinarily about three foot deep, & the earth cast vp towards the towne besieged; with couert passage about seuen foot in height.	scan-pdf
Ez	4:5	It is very hard to explicate, how the ten tribes were 190. yeares in captiuitie.	scan-pdf
Ez	4:5	And from what time the 40. yeares are counted, seeing it is certaine, that the two tribes were in captiuitie 70. yeares. S. Ierome in Ezech.	scan-pdf
Ez	4:12	As a staffe aydeth the weake, so bread susteyneth al men.	scan-pdf
Ez	5:2	In other cities of Iuda neere Ierusalem.	scan-pdf
Ez	5:10	Ieremie, Lament. 2. and Baruch ch. 2. prophecied of the same distresse by famine in the siege of Ierusalem.	scan-pdf
Ez	5:15	Blasphemie is here taken improperly, & signifieth that other nations shal not only reproch Ierusalem, but also taunt & scoffe at her miseries.	scan-pdf
Ez	6:2	Idolatrie was most especially committed in mountaines, or hils, & therfore both idols and idolaters were destroyed in the same places.	scan-pdf
Ez	6:8	Gods perpetual prouidence stil preservueth some relikes that serue him sincerely, and before those depart from this world.	scan-pdf
Ez	6:9	Others doe repent and returne to God.	scan-pdf
Ez	10:1	In this vision appeared in the ayre as it were a man sitting in a throne of sapphire stone, ouer the image of Cherubs, & foure wheels vnder them.	scan-pdf
Ez	10:1	The strange forme of these foure payre of wheels, signified the consonant agreement of the old and new Testament. S.Greg. ho.6. in Ezech.	scan-pdf
Ez	10:6	They were readie to goe forward, backward, on the right hand, on the left, or to what part foeuer without turning about.	scan-pdf
Ez	10:9	It seemeth euerie one had as it were foure faces: al like mans faces, but one more resembling a mans face then the other, one somewhat resembling an oxe face (ch.1.) here called the face of a Cherub, another the face of a lion, the other an eagle.	scan-pdf
Ez	11:1	The Prophet in Chaldea saw in spirit what was done in Ierusalem.	scan-pdf
Ez	11:1	Were not new houses builded (say the false Prophets) since Ieremie said, that al our houses should be destroyed? whereupon they inferre that his Prophecie is false.	scan-pdf
Ez	11:3	And so cornered themselues as secure, in Ierusalem: as flesh in the Potte.	scan-pdf
Ez	11:7	The false Prophets scattered warres, but not captiuitie, therfore the Prophet assureth them that the people shal feele both sword & captiuitie.	scan-pdf
Ez	11:13	He lamenteth not the death of the false Prophet, but feared great ruine of the people, seeing this wicked man dye so sodainly.	scan-pdf
Ez	11:16	God stil conservueth his Church from vtter ruine, as the Prophets doe often affirme. Iere. 4 v. 17, ch. 5. v 10. 18. Psal. 88. v. 3. 35.	scan-pdf
Ez	13:11	As a wal of clay, or morter without straw or other temperature, is washed away with rayne, so vaine hopes of securitie, without repentance & good workes deceiue the careles people that liue in sinne.	scan-pdf
Ez	13:16	There were also false Prophetisses feyning to be illuminated with the spirit of Prophecie; by flatterie deceiued the people, saying they were in good state & in securitie, when they were in sinne, & in extreme danger of both temporal and eternal ruine.	scan-pdf
Ez	14:1	God reuealed to the Prophet that these men came not sincerely to learne, but were setled in their harts to serue the idols. As worldly men in heretical countries doe inquire of Catholike Priests what they should doe, but remaine resolued to participate with heretikes.	scan-pdf
Ez	14:3	Such men are first of al to be admonished to depart from idolatrie, heresie, schisme, & from al practice thereof: which is the first step of true conuersion to God.	scan-pdf
Ez	14:9	God permitteth false Prophets to be deceiued, & to deceiue, in punishment of their great sinnes, and of the people that heare them. 3. Reg. 22. v 19. 2. Par. 18. v. 18.	scan-pdf
Ez	14:14	Daniel then liuing, Noe & Iob departed from this life did sometime pray for the people.	scan-pdf
Ez	14:20	Noe is named for example of spiritual Pastours of the Church, Daniel of al religious orders, & Iob of holy laie people. S. Greg. l.1. c.1.	scan-pdf
Ez	14:22	There shal alwayes be Pastours to bring forth & feede spiritual children of God.	scan-pdf
Ez	15:2	Gods Church is very often and fitly compared to a vine in respect of the excellent fruit: & so the branches cut off from the Church, are most like to wilde superfluous vine, good for nothing but the fire. S. Aug. Tract. 7. 81. in Io.	scan-pdf
Ez	15:7	In burning a fagot the middles being first consumed, the rest of each ends are likewise put in the fire til al be consumed: so none that are out of the Church can escape the fire.	scan-pdf
Ez	16:2	Ezechiel was now in Babylon, & therfore this admonition which he should giue to Ierusalem was to be notified there by letters, & messengers sent thither for this purpose.	scan-pdf
Ez	16:3	By al this is signified that God made the Israelites of a barbarous nation to be ciuil, and gaue them not only things necessarie, but also ornaments, aboue the state of other nations, especially in spiritual benefites, giuing a Law, with Sacrifices, Sacraments, and other holy rites.	scan-pdf
Ez	16:20	Adulterous women doe deceiue their husbands, bringing them other mens children: but the Iewes gaue their lawful children to the worst adulterers, sacrificing them to idols. 4. Reg. 6.17.21.23.	scan-pdf
Ez	16:34	Al fornication is abominable, but that is most detestable when women giue rewards to men for fornication or adultrie.	scan-pdf
Ez	16:45	As Ierusalem was wont to be wicked in former times, so it is now.	scan-pdf
Ez	16:49	Ambition, gluttonie, & idlenes are cause of much more sinnes; temperance & labour bring forth much good fruit.	scan-pdf
Ez	16:55	By Sodom & other cities are vnderstood al nations, which shal come to Christ.	scan-pdf
Ez	16:57	After that al other nations are conuerted the Iewes shal also returne to Christ. Ro. 11.	scan-pdf
Ez	16:60	Al gentils elder & yonger shal be conuerted to Christ.	scan-pdf
Ez	16:62	Not by the couenant made with the Iewes in the Law of Moyses, but by the Euangelical couenant.	scan-pdf
Ez	17:3	Nabuchodonosor like an eagle rauenous to the praye, & speedie in seizing thereon, spoyled the vineyard (signifying Ierusalem) notwithstanding they sought help of another eagle, the King of Aegypt.	scan-pdf
Ez	17:9	The explication of the parable.	scan-pdf
Ez	17:12	The King of Babylon made King Sedecias King of Iuda, tooke of him an oath of allegiance to be vnder him, which oath Sedecias breaked, and was therefore iustly plagued.	scan-pdf
Ez	17:19	Nabuchodonosor planted a Kingdome vnder Sedecias, which prospered not: but Gods Church planted by Christ shal neuer faile.	scan-pdf
Ez	19:2	Ierusalem brought forth cruell Kings, as Ioachaz, Ioakim, Iechonias, and Sedecias. 4. Reg. 21. & 24.	scan-pdf
Ez	19:8	Rouers of Chaldea, of Syria, of Moab, & of Ammon. 4. Reg. 24. v. 2.	scan-pdf
Ez	19:9	The Kingdom of al the Israelites was planted and prospered vnder Dauid and Salomon, but decayed vnder other Kings: & first ten tribes, afterwards the other two were carried in captiuitie.	scan-pdf
Ez	20:1	Ezechiel began to Prophecie in the fifth yeare after the transmigration of Iechonias; after which he was silent 390. dayes and 40. more. Now in the sixth yeare in the fifth month tenth day, the elders comming to demand Prophecie it was reuealed to him not to answere.	scan-pdf
Ez	20:14	According to their deserts al should haue been destroyed, but God for his names sake saued his people, as he had promised.	scan-pdf
Ez	20:23	God lifted vp his hand either to deliuer, or to threaten and punish.	scan-pdf
Ez	20:39	By long custome of Sacrificing to idols vpon the Excelses (high places), the false name was vsed by euill custome; as heretikes do commonly vse termes belonging to heresie: as Table for Altar, Seruice for Sacrifice.	scan-pdf
Ez	20:39	God wil rather haue idolaters to leaue him wholy than to halt between two. 3. Reg. 18.	scan-pdf
Ez	20:39	Such doe especially pollute Gods name. Rom. 2. v. 24.	scan-pdf
Ez	21:4	Temporal afflictions fal also vpon the iust; not for punishment, but for their merite.	scan-pdf
Ez	21:4	The whole people of Israel was the peculiar adopted sonne of God, called also his first begotten, Exo. 4. v. 22.	scan-pdf
Ez	21:21	The Babylonians consulting the idols whether they should inuade the Ammonites or the Iewes, were directed to assault Ierusalem.	scan-pdf
Ez	21:28	The Ammonites reproaching the Iewes when they were afflicted by the Babylonians, were for the same cause destroyed also by the Babylonians.	scan-pdf
Ez	22:2	Why dost thou cease from admonishing & blaming the people for their bloody sinnes?	scan-pdf
Ez	22:14	A merueilous force of iust mens praiers, by which God suffereth himselfe to be ouercome. And it is most grateful to God when some doe put themselues in opposition to his furie against sinners, that they may repent. S. Iero.	scan-pdf
Ez	24:1	Ieremie in Babylon saw what was done the same time in Ierusalem, & therfore is bid to write the day, that thereby the certaintie of his prophecie may appeare. For the verie same day Nabuchodonosor layde siege to Ierusalem. 4. Reg. 25. v. 1.	scan-pdf
Ez	24:6	When sinners are not amended by tribulation, God after they are parted from this world, punisheth them euerlastingly.	scan-pdf
Ez	24:16	The suddaine death of nere freinds causeth more sorow, then if it were feared before: yet the Prophet was commanded not to shew sorow for the suddaine death of his wife, to signifie that the great calamitie of euerie one would take away the particular griefe for the losse of priuate freinds.	scan-pdf
Ez	25:2	Amongst other heathen nations, especially the Ammonites reioyced at the miseries of the Iewes, & were therfore plagued.	scan-pdf
Ez	25:4	The Chaldees, or rather the Armenians or Agarens (who are more direct eastward, and were Pastours of cattle) subdued the Ammonites.	scan-pdf
Ez	25:9	God wil take away al the strength and force of Moab, which consisteth in his strong cities.	scan-pdf
Ez	26:1	Yeares are stil counted from the transmigration of Ioachin.	scan-pdf
Ez	26:5	Tyre which is a most frequented sea towne, shal be made desolate and to no vse but to hang nets therein to drie.	scan-pdf
Ez	26:6	Cities and townes perteyning to Tyre shal likewise be wasted and destroyed.	scan-pdf
