BookAbbrev	Chapter:Verse	Annotation	Source
Is	30:1	You that trust in your own counsels and forces, or in other mens, and not in God, shall find the miserable event of your follie.	scan-pdf
Is	30:26	This claritie in sunne and moone shall be after the general resurrection.	scan-pdf
Is	30:27	Christ will exercise his severe justice in the general judgement, he shall bid the damned go into everlasting fire. Mat. 25.	scan-pdf
Is	30:33	It often appeareth that when evil men seem most secure, they fall into sodaine calamities.	scan-pdf
Is	31:1	Both this Prophet, and afterwards Jeremie admonished the Jews not to trust in the Egyptians, but they contemning this admonition showed in their deeds that they distrusted God.	scan-pdf
Is	31:4	In the meantime God destroyed the army of Sennacherib besieging Jerusalem. 4. Reg. 19.	scan-pdf
Is	32:1	Some expound this whole passage of Ezechias, but so great effects were not fully verified in them, but as in figure only of Christ. S. Jerome and other Christian Doctors understand it of Christ, who hath most perfect judgement and justice; and of his Apostles, and other Pastors of his Church who by unction of the Holy Ghost, participate more abundantly of Christs grace. Christian people receive benefits of peace, rest, protection, refreshing in soul, & conscience, & other spiritual comforts in Christ, by the mysteries of the new Testament.	scan-pdf
Is	33:1	Sennacherib spoiled the kingdom of Israel, and al Iuda saving Jerusalem, which he also besieged, reproching and despising God: but himself was therefore spoyled, and despised.	scan-pdf
Is	33:4	Fidelitie in performing promises of good things temporal and spiritual.	scan-pdf
Is	34:1	God willeth as wel gentils that were farre of, to come neere, as also the Iewes that were his peculiar people, al to attend, that he wil destroy this whole world, before the general Iudgement.	scan-pdf
Is	34:5	No defence of strong places shal saue anie men from destruction in the day of Iudgement.	scan-pdf
Is	34:9	In the meane time, as a figure thereof, Sion shal be destroyed: and therefore the metaphorical destruction following, rather pertayneth to the state of the damned in the next world.	scan-pdf
Is	35:1	An euident prophecie of the conuersion of Gentiles. In whom the Church shal continually spring & flourish.	scan-pdf
Is	35:3	Christ leauing al logical arguments, proued himself to be Messias by his works: If ye beleue not me (sayth our B. Sauiour) belieue my workes. Joan. 10.	scan-pdf
Is	36:1	That which the Prophet had foretold by way of prophecie, now he recordeth by way of historie, & therfore these foure next chapters are inserted in the fourth Booke of Kings, ch. 18, 19, and 20.	scan-pdf
Is	36:8	Such is the blindnes, and malice of infidels, that they confound things divine.	scan-pdf
Is	36:19	Manie in Samaria serued false Gods which could not defend them: the others serued God almightie who for their good suffered them to be afflicted.	scan-pdf
Is	37:1	Renting or cutting of garments was a ceremonie, to shew internal sorow.	scan-pdf
Is	37:35	We haue here a manifest example that the merites of Saints do profite the liuing: God protecting Ierusalem not only for his owne, but also for his seruant Dauids sake.	scan-pdf
Is	38:1	After the Assyrians were slaine, King Ezechias was visited with a dangerous sicknes, to keepe him in the feare of God, left much ioy should bring him into obliuion of his dutie.	scan-pdf
Is	38:10	In this Canticle the King reciteth his afflictions of mind, for that he should part out of this world, in the flowre of his age.	scan-pdf
Is	39:1	In this honourable embassage Ezechias reioyed immoderately and vnwisely shewed his treasures, which therfore the Prophet reprehended. And vpon this occasion prophecied that the Babylonians should carie away al his treasure, and his children into captiuitie.	scan-pdf
Is	40:6	Al flesh is grasse, and al the glorie therof as the floure of the field. But the word of our Lord abideth for euer.	scan-pdf
Is	40:9	This is manifest of Christs preaching in the mountaine: & of his Apostles, and Apostolical preachers.	scan-pdf
Is	40:12	Gods powre and beneuolence in creating & gouerning al this world, is a signe that he both can and wil bestow these great benefits of grace vpon al nations.	scan-pdf
Is	40:21	From the beginning the law of nature, afterwards the law of Moyses taught that he which made the world is God.	scan-pdf
Is	41:1	Gods expostulation with Ilands, & other Gentils liuing in idolatrie, which implieth a prophecie of their conuersion to Christ, perteyning amongst others very particularly to our great Britanie, the greatest Iland of Europe.	scan-pdf
Is	63:16	Abraham hath not knowne vs.] The faithful people considering their owne great, frequent, & inueterate sinnes, with the extreme calamities whcrinto they were fallen for the same, supposed that their progenitour Abraham (whom God had particularly called out of his countrie) & Iacob (of whose twelue sonnes the whole nation was propagated) did no longer acknowledge them for their children, because they had so grieuously offended God, & were not worthie of anie fauour. Al which notwithstanding, yet they hoped in Gods inseparable mercie, that his diuine goodnes, being Creatour of al, who had elected the for his peculiar people, brought them out of Egypt, and often deliuered them from sundrie afflictions, would againe reduce them from captiuitie and as their merciful father, remit their sinnes, and relieue their miseries: though Abraham, Iacob, and other Patriarchs had iustly reiected them as lost children. This being the proper literal sense of this place, according to S. Ierome, and other ancient Doctours explication, it maketh nothing at al for the old and new heresie of Vigilantius, & Luther, denying that Saints in an other life doe know what is done in this world. For albeit the Patriarchs in zele of iustice, did not acknowledge their carnal posteritie (because of their great sinnes) for their children, yet they knew their state, as S. Augustin (li. de cura pro mortuis) interpreting this, and other places of holie Scripture, teacheth, partly by relation of such as passed from hence to them; partly by holie Angels; and especially by diuine inspirations. As it is cleere that Abraham knew the state of poore Lazarus, & of the rich glutton, describing what ech of them had deserued, and consequently receiued. Much more both the old Patriarchs, and al other Saints, in eternal glori. know ech other, though neuer seen nor knowne before in this world, as S. Gregorie teacheth li. 4. c. 33. Dial.g. The glorified Saints see also in God that which perteynerh to their clients, that pray vnto them in earth, so farre as God doth ordaine, more cleerly by light of glorie, then Prophets see by light of prophecie: as S. Augustin teacheth. But touching the manner, he saith it exceeded the reach of his vnderstanding, how Martyrs doe helpe those whom it is certaine are holpen by them. So discoursing at large of the vncertaine manner, sheweth that there is no doubt at al of the thing it selfe, that Saints in heauen doe know mortal mens necessities, heare their prayers, and helpe them by theyr intercession and merits; which he confirmeth also li. 20. c. 2. i. cont. Faust. Tract. li. Ioa Ser. 1. de Sanctis. Likewise S. Ierom against Vigilantius, S Gregorie li. 3. Epist. ep. 30. d. 7. ep. 1.26. li. 9. ep. 38. and others in manie places.	scan-pdf
Jer	15:1	If Moyses and Samuel shal stand before me.] As before God reuealed to this Prophet Ieremie, that the people should assuredly be punished, and therfore prohibited him (ch. 7. v. 16. ch. 11. v. 14. & ch. 14. v. 11.) that he should not pray for them: so here he confirmeth the same determinate sentence of their punishment, saying: If Moyses and Samuel shal stand before me, my soule is not towards this people. That is, though not only Ieremie (a zelous holie Prophet now liuing) but also Moyses and Samuel (departed from this world long before) shal pray for this people, yet they shal not escape the designed punishment, for their great sinnes. By necessarie consequence of which confirmation, is also proued, that Moyses and Samuel, after their death, both could and did sometimes pray for the same people. For otherwise the particular mention of these Prophets, were not to the purpose; if they neuer did, nor could pray for them. And wheras the English glosse (in the Genoua Bible) supposeth Gods meaning to be, that if there were anie men liuing moued with so great zele towards the people, as were these two, yet he would not grant the request, for as much as he had determined the contrarie, it is euident that Ieremie, Ezechiel, Daniel, and some other Prophets then liuing, had also great zele, very like to the others, and therfore this text speaketh not of others like vnto them; but as S. Ierom (in his commentaries vpon this place) S. Chrysostom (ho. 1. m 1. Thess. 1.) and S. Gregorie (li. 9. Moral. c. 12.) vnderstand it of Moyses and Samuel themselues, being in assured happie state, where their former great zele and charitie were now greater, and more perfect then in this life.	scan-pdf
Is	42:1	Christ according to his humanitie is the seruant of God, by whom al other seruants are redeemed, none els being able to satisfie for themselues, much lesse for others.	scan-pdf
Is	42:1	Such hautie and couetous mindes as expect their Messias to be a worldlie and warlike conquerour, shal be frustrate of their vaine hopes: Whereas Christ our Sauiour both by example & doctrine teacheth the contrarie, willing his folowers to be poore in spirit, meeke & humble in hart.	scan-pdf
Is	43:1	Christ calleth and indueth sinners with grace, without anie precedent good worke or desire in them, euen as he createth of nothing.	scan-pdf
Is	43:2	In al tribulations & persecutions Christ protecteth his seruants, not suffering them to be tempted further then they may resist if they wil.	scan-pdf
Is	43:10	God made Cyrus conquerour of Babylon, not for his owne sake, but for Israel, that he might release their captiuitie. For God perpetually disposeth of Kingdoms for the good of his Church.	scan-pdf
Is	43:27	The sinne of Adam contaminating al mankind was not purged by anie: Al Patriarches, Priests, Prophets, & al others sinning til Christ the innocent Lambe came to take away the sinne of the world.	scan-pdf
Is	44:1	Gods election preuenteth mans good endeauour for without grace none could returne to God.	scan-pdf
Is	44:9	Al that is here sayd of the vanitie of idols & foolish impietie of idolaters, may be referred (faith S. Ierom) vnto heresie, and heretikes, who artificially deuise the fictions of their owne doctrines. The Catholike Church of Christ shal be euer free from such idolatrie: quite contrarie to Protestants assertion that the Church should haue fallen & been in idolatrie manie hundred yeares together.	scan-pdf
Is	44:26	In al this prophecie of the Church of Christ the Prophet alludeth to the historie of Jerusalem destroyed by the Chaldees, and reedified by permission of Cyrus & Darius.	scan-pdf
Is	45:1	Because al Kings that reigne among the Iewes were anointed with oyle, Cyrus is called Christ, though he was not ordayned with this ceremony of anointing. S. Ierom noteth that Cyrus finding his name long before prophesied by Isaias, became very beneuolous to the Iewes.	scan-pdf
Is	45:17	The Prophet contemplating Christ as in a figure, now eleuated more in spirit, prophecieth of Christ only, who built his Church vpon a sure rock.	scan-pdf
Is	45:20	Not Cyrus (faith S. Ierom) but Christ the Orient starre, prophecied by Balaam, Num. 24. whom the Sages came to adore from the East. Mat. 2.	scan-pdf
Is	46:1	Bel or Belus, called also Saturnus, was of such estimation, that they offered to him in sacrifice not only men that were taken captiues, but also their owne sonnes. Nabo, otherwise called Dagon, was an especiall idol amongst the Philistims. 1. Reg. 5.	scan-pdf
Is	47:1	Babylon not hitherto ouercome at last was brought to miserie and destruction.	scan-pdf
Is	47:6	Gods people contaminating themselues with sinne, were suffered to fal into ignominious captiuitie; but God giueth them grace of repentance, & then seuerely punisheth their vnmerciful afflicters.	scan-pdf
Is	48:1	By waters in the Hebrew phrase is here vnderstood the fountaine, or spring, the Prophet speaking to those that were of the tribe of Iuda.	scan-pdf
Is	48:22	These promises of reconciliation to God, and of peace, perteine to the penitent, not to the obstinate in impietie.	scan-pdf
Is	49:1	Al nations shal be conuerted to Christ: some Iewes in the primitiue Church, and many neere the end of the world. This word from afarre doth conuince (faith S. Ierom) that the Prophet speaketh of al nations to be conuerted to Christ.	scan-pdf
Is	49:14	The Church of the old Testament seemeth to be forsaken, but God answereth that he can not, & wil not forget, nor forsake his Church, which indeed is al one in the old and new testament, only differing in state.	scan-pdf
Is	50:1	God did not divorce the Synagogue for her iniquities. Christ will omit no ordinary means but for her sake will indure ignominious afflictions. Al which she contemning shall perish.	scan-pdf
Is	51:1	Abraham and Sara are proposed for examples to be imitated, being noble progenitors of the Iewes. S. Paul exhorteth his countrie men, and in them al Christians: Remember your Prelates which haue spoken the word of God to you. Heb.13.	scan-pdf
Is	52:4	Communication with infidels in spiritual things is in no case lawful, as S. Paul shows by this text, 2. Cor.6.	scan-pdf
Is	53:1	That manie hearing the truth preached doe not believe it, is by their obstinate free wil, because they doe not obey the Gospel.	scan-pdf
Is	53:9	Our Saviour died and was buried where the wicked were commonly punished: Yet was buried richly & honourably by Ioseph of Arimathia & Nicodemus.	scan-pdf
Is	54:1	In the old testament Gentils were barren bringing no fruit to God, but in the new testament they are fruitful, & the Iewes are barren, til the later end of the world, when they also shall be fruitful.	scan-pdf
Is	54:6	As it is assured that the world shall never be drowned again with water, so it is, that the Church of Christ shall never be suppressed.	scan-pdf
Is	55:1	Grace is offered to al, but those only are iustified, and replenished with more grace and spiritual guifts, that cooperate, doing that which in them lieth, desiring and thirsting iustice.	scan-pdf
Is	55:7	The beginning of Gods seruice is to forsake the way of wickedness, and returne to our Lord, and he wil haue mercie on him: and to our God, because he is bountiful to forgiue.	scan-pdf
Is	56:1	Iudgement is a right resolution to doe Gods wil, and iustice is the perfect performance thereof. Under the name of Sabbath is understood the obseruation of al the law. Those that of free election choose good things not commanded, deserue greater reward.	scan-pdf
Is	56:4	To be barren without children was ignominious amongst the Iewes in the old testament. But the Prophet foresheweth, that Christian Eunuchs liuing virgins, or continent, should not be ignoble but more glorious and haue a better name then sonnes and daughters: an euerlasting name which shal not perish. The ancient holie Fathers vniformely vnderstand this prophecie of such as vow perpetual chastitie in the Church of Christ, preferring that state before Mariage.	scan-pdf
Is	57:1	Iust men dying seeme to the wicked to perish. But they are gathered to the happie societie of other blessed soules. And commonly God so taketh away the iust, when he wil punish the wicked people, that they may not see the general calamitie of others.	scan-pdf
Is	57:21	Those that persist obstinate can haue no remission.	scan-pdf
Is	58:1	Many sinners are so fast asleepe in their wickednes, that they can not heare ordinarie admonitions: to such therfore Gods Preachers must crie, and not cease to crie, as with a loude trumpet.	scan-pdf
Is	58:5	Fasting alone without amendment of euil manners, & without other good workes, doth not appease Gods wrath. Yet being ioyned with contrition of hart, and sincere pietie, doth then greatly please him. S. Ierom teacheth how it behoueth to fast effectually from sinne.	scan-pdf
Is	59:1	No defect in Gods power nor wil, that he delivereth not the faithfull from afflictions, but their sinnes are the impediment; for which he punisheth them, that they may repent, & then he wil deliver them.	scan-pdf
Is	59:17	No pure man being able to redeeme and deliver mankind from captivitie of sinne, God became man to accomplish this worke.	scan-pdf
Is	59:21	The Church hath the spirit of truth, and therfore can never erre.	scan-pdf
Is	60:1	God preventing with grace, everie one must cooperate by gratefully accepting this benefite, and so dispose himself to justification. Only those that come into the Church receive the light of true faith, al others are in darkenes.	scan-pdf
Is	60:5	This prophecie began to be fulfilled in great part when Christ came.	scan-pdf
Is	60:11	This was accomplished when the Romane Empire, and other Monarchs & nations received the faith of Christ.	scan-pdf
Is	61:1	Our Saviour was not, neither needed to be visibly annoynted, as Aaron, David, & others were; but invisibly by God, with oyle of gladnes, above al others, with the Holie Ghost, and with power.	scan-pdf
Is	61:6	It was a griefe and sorow to the Apostles & first Preachers of Christ, that both the Iewes departed from God, & Gentils stil folowed idolatrie, but shortly after, manie were converted.	scan-pdf
Is	62:1	True Preachers and Pastours cease not from preaching the truth, for anie threats, terrour, or torment. The word of God is not tied. 2.Tim. 2.	scan-pdf
Is	62:6	The Church is perpetually visible in her watch-men, the Pastours & Governers thereof.	scan-pdf
Is	63:1	S. Dionyse supposeth this to be the question of the highest order of Angels, admiring Christs beauty to be so excellent, notwithstanding that he is embrewed with bloud, ascending from Edom into heaven, with triumph after a bloudie victorie.	scan-pdf
Is	63:9	The Angel or guardian of the Church standeth before the face of God. Christ testifying that the particular guardians doe always see the face of his Father. Mat. 18.	scan-pdf
Is	63:16	The faithful people supposed that their progenitour Abraham & Iacob did no longer acknowledge them for their children. Yet they hoped in Gods mercie. Saints in heaven doe know mortal mens necessities, heare their prayers, and helpe them by theyr intercession and merits. S. Ierom against Vigilantius, S. Gregorie, S. Augustin and others in manie places confirme this.	scan-pdf
Is	64:1	The good people, with Priests and Prophets of the old Testament most fervently desired Christs comming.	scan-pdf
Is	65:1	This can not be meant of the Iewes, but necessarily of the Gentils. S. Paul testifieth of both these places. Rom. 10.	scan-pdf
Is	65:11	Nothing can be more plainly vttered then is here the doctrine of mans freewil. Likewise of reward & punishment of good and euil workes.	scan-pdf
Is	65:15	The name of the Iewes shall be execrable. And Gods servants shall be called Christians.	scan-pdf
Is	65:17	After the general Resurrection the heavens and earth shall be altered in qualities, not in substance.	scan-pdf
Is	66:1	A prophecie that the Temple shall cease. Act. 7. And sacrifices of the old Testament shall become vnlawful.	scan-pdf
Jer	35:1	The house of Rechabites.] We haue here (according to the state of God Church in the old Testament) a cleare example of religious life, by professing and performing good workes of supererogation, not commanded by God, but piouslie instituted by a holie man called Ionadab. Which, not only himselfe, and his proper children, but also their posteritie manie ages after him, voluntarily obserued by a prescript Rule: Not to builde houses, nor dwel in anie (but in tents) not to sow seed, nor to plant, not haue vineyards, nor to drinke wine. A like rule but not the same in al points, was prescribed by God himselfe (Num. 6.) for such as would voluntarily embrace it. And Elias and Elizeus with their disciples obserued an other forme of religious life: as appeareth 4. Reg. 1. 1. &c. Al which were figures of more perfect Religious Orders in the Church of Christ, consisting in three essential vowes, of voluntarie Pouertie, Chastitie, and Obedience: not commanded but commended, and for the better attayning to perfection counselled by our Sauiour, whereof they are called Euangelical Counsels, obserued by the Apostles, leauing al their worldlie substance, and al desire of hauing anie proper possessions: such also as had wiues leauing them, the rest not marying, and al renouncing their owne wils, subiected the same to Christs wil, following him. Whose example others imitating, this holie manner of life hath stil continued in the Church, as is euident by the Ecclesiastical histories euen from the Apostles time.	scan-pdf
Ez	9:4	Signe Thau vpon the foreheads.] Most of the Hebrew Rabbins, as also the Septuagint, likewise Aquila, and Symmachus translate THAV, according to the signification of the Hebrew word, a signe: as if it were commanded only in general to set one signe or other, not anie determinate certaine signe or marke, on the foreheads of the men that mourne and lament vpon the abominations, that are done in Ierusalem. But as wel some other Hebrew Rabbins, with the Chaldee Paraphrasis, as also Theodotion, and in manner al other ancient Latin Interpreters, whom S. Ierom followeth, translate as in the vulgate Edition, signe Thau vpon the foreheads of the men that mourne, &c. That is, marke their foreheads with IHAV, the last Hebrew letter, which in the old Hebrew characters, vsed euen to S. Ieroms time by the Samaritans, hath the similitude and forme of a Crosse. So expressing a particular determinate signe; as when the Angel slew the first-borne of Aegypt, the Israelites houses were distinctly marked with bloud, sprinkled on the posts of their dores: mystically signifying our B. Sauiours most sacred bloud to be shed for Redemption of mankind: so also this letter THAV bearing the forme of a Crosse, formed in the forehead of the mourners, it signified the Crosse, wheron Christ our Lord should dye, and redeeme vs from sinne. Which signe, as it was then prefiguratiue, and prophetical: so now it is representatiue, and commemoratiue of our Redemption made by our B. Sauiour, on the holie Crosse. That we may truly glorie in Christ, and that with our great Apostle S. Paul, in CHRIST CRUCIFIED: With great reason therefore (1. Cor. 2.) hath the whole Church of Christ singularly esteemed, and continually vsed this holie Signe of the Crosse in al Diuine Mysteries, and godlie workes, euen from the Apostles time.	scan-pdf
Ez	18:23	Is the death of a sinner my wil?] In manie places of holie Scripture it is cleere, that Gods wil is most assuredly fulfilled in al things, whatsoeuer he would: and none can resist his wil, &c. Neuertheles here, and in other places it is also expresly affirmed, that God would haue al sinners to repent, and none to dye in their sinnes; which seemeth to repugne with the former doctrine. For solution of which difficultie, S. Damascen (li. 2. c. 29. de Orthodoxa fide) and other Doctours distinguish Gods wil, which is either called Antecedent, and conditional, so God would haue al men to be saued, as appeareth by creating al to that end, by his frequent admonitions, precepts, threats, temporal punishments, and rewards; and especially by our Sauiours death, and redemption of al mankind, whereby he merited most sufficient meanes, and offereth his sufficient grace to euerie one, that they may be saued if they wil. Otherwise Gods wil is called Consequent and absolute; and so for iustice sake his diuine wil is, that impenitent sinners shal be damned, and eternally punished for their sinnes. As a iust Iudge conditionally and antecedently would haue al men to obserue good lawes, and to liue so long as they can by nature; but absolutely and consequently finding some to be murderers, or otherwise pernicious to the commonwealth, he punisheth them with death.	scan-pdf
Ez	38:2	Against Gog, and the Land of Magog.] Gog and Magog, according to the most common opinion, were the King, and people of Scithia, in the North part of the world, a barbarous, sauage, and cruel nation, the offspring of Magog sonne of Iapheth: wherto the Prophet alluding describeth here, as S. Ierom in this place, S. Augustin li. 20. c. 11. de ciuit. and other Fathers expound it, al persecuters of the Church; most especially Antichrist, and his complices. Of whom likewise, by the same mystical names, S. Iohn prophecieth Apoc. 20. v. 7 that Satan shal be loosed out of his prison, and shal goe forth, and seduce the nations, that are vpon the foure corners of the earth: Gog, and Magog, and shal gather them into battel, whose number is as the sand of the sea.	scan-pdf
Ez	38:16	Antichrist signified by Gog shal persecute the Church neere the end of the world.	scan-pdf
Ez	38:21	In euerie part of the vniuersal Church God wil at last destroy Antichrists power, confounding him, and al his adherents.	scan-pdf
1Mc	12:1	Simon the fourth general captaine of the Machabees, & high-priest excelled his bretheren in wisdome, by the testimonie of his father.	scan-pdf
1Mc	14:1	Simon had now gouerned the people two yeares, beginning with great difficulties; but henceforth enioyed peace.	scan-pdf
1Mc	14:7	He reduced manie Iewes from captiuitie.	scan-pdf
1Mc	14:25	When peace was established in al Iurie, and freindship confirmed with the Romanes & Lacedemonians, the whole nation of the Iewes in gratitude towards Simon confirmed him in the office of high-priest perpetually.	scan-pdf
1Mc	14:41	The high-Priesthood continued in this familie of the Machabees vntil Herod tooke it from them, selling it for money, and then shortly came Christ the faithfull Prophet.	scan-pdf
1Mc	16:1	After Simons death, his eldest sonne Iohn, surnamed Hyrcanus, succeeded him in government spiritual and temporal.	scan-pdf
1Mc	16:16	He beginning to governe in the yeare 170 had difficulties the first & last yeares, in the rest they had peace. To be inebriated signifieth no more but to be replenished with drinke competently without excesse.	scan-pdf
1Mc	16:24	Out of the booke here mentioned some thinke the fourth booke of Machabees was translated.	scan-pdf
2Mc	1:1	This Appendix concerning two epistles of the Iewes was added to the historie of the first booke by him that wrote this second. As they had written before in their afflictions, so now they exhorte their bretheren to be thankful to God, and to celebrate the feast of dedication of the new altar.	scan-pdf
2Mc	1:19	In this fire were some miracles. First it was not clear fire, but thick water. Secondly this water being cast on the sacrifice was kindled as fire, so that al mervailed.	scan-pdf
2Mc	2:1	S. Ambrose writeth at large of this miracle. Neither the tabernacle nor the ark were carried away by Nabuchodonosor.	scan-pdf
2Mc	2:10	This seemeth to be the same Iudas Essenus who with others wrote this epistle.	scan-pdf
2Mc	2:20	After the author had written this Appendix to the former Book, he resolved also to add an abridgement of the whole history. God assisting the writers of divine histories, doth not always deliver them from labour in seeking to know the same. So S. Luke wrote the Gospel having diligently attained to all things.	scan-pdf
2Mc	3:1	The first part. The persecutions of the Church by Antiochus. Three things make a common wealth to be in good state: Good agreement of principal men, exact observation of good laws, and eminent virtue of the supreme governor.	scan-pdf
2Mc	3:6	Other three things do trouble the state: Obstinacy in offenders, inveterate malice seeking revenge against just Superiors, and avarice of princes to rob the holy or common treasure.	scan-pdf
2Mc	3:15	A fiery chariot and fiery horses carried Elias. From Elizeus the mountains appeared full of horses and of fiery chariots, no less strange then this vision. See S. Ambrose.	scan-pdf
2Mc	4:1	It is the common practice of all traitors to calumniate and defame good governors.	scan-pdf
2Mc	4:6	The best remedy against such seducers is by authority of Superior power, not by the people, who are commonly more prone to favour faction then justice.	scan-pdf
2Mc	4:11	Where true Religion is abolished, the Priests were not now occupied about the offices of the altar, but the temple being contemned & the sacrifices neglected.	scan-pdf
2Mc	4:27	Menelaus brother of Simon of the tribe of Beniamin was not by the law capable of the Priesthood, which only pertained to the progenie of Aaron of the tribe of Levi.	scan-pdf
2Mc	4:37	True vertue mourned the common people to compassion, the King himself to teares, the Tyrians to honour the bodies of the innocent with costly burial.	scan-pdf
2Mc	5:1	Strange things about the ordinarie course of nature doe ever signifie Gods wrath, for mens transgression, and are admonitions to turne with speed, that we may escape the heavie hand of Gods justice.	scan-pdf
2Mc	5:19	Al rites of religion with temples and other holie things are ordained to the Service of God, and for mens spiritual good: & therefore when men cease to serve God, holie things are destroyed, or taken away.	scan-pdf
2Mc	5:27	Iudas was the tenth lawful highpriest from the Monarchie of the Grecians.	scan-pdf
2Mc	6:2	Sanaballat in the time of Alexander the great procured a temple to be built in Garizim like to that in Ierusalem. An other was built in Egypt by Ananias, both schismatical.	scan-pdf
2Mc	6:18	He was excellently learned in holie Scriptures and in al divine and humane knowledge.	scan-pdf
2Mc	6:21	To feyne or make outward shew of consent to false religion, is never lawful.	scan-pdf
2Mc	6:24	In the old testament none could enter into heaven, but the most just went to Limbus when they died.	scan-pdf
2Mc	6:27	Old age (faith S. Ambrose) ought to be the haven, not the shipwrake of the former life.	scan-pdf
2Mc	7:25	A promise is properly of a good thing, & bindeth the promiser to do that which is in deed good. Whosoever promiseth, or sweareth, or voweth to do evil, is bond not to doe it.	scan-pdf
2Mc	8:1	In al good attempts devout prayer is the first preparation. And no where more necessary then in battel.	scan-pdf
2Mc	8:15	A iust and religious cause is the very best helpe, that can be in warres.	scan-pdf
2Mc	9:2	A chief citie of Persis, called Elymais.	scan-pdf
2Mc	9:13	Antiochus was indeed really and seriously grieved, and truly acknowledged that his affliction was for his sinnes, but he was not truly penitent for the offence committed against God, but only for his owne calamitie: & therefore could not obteyne mercie. So also the damned in hel, know & confesse that they are punished for their sinnes, but haue not true repentance.	scan-pdf
2Mc	10:3	This recovering and clensing of the temple was after the fourth battel of Iudas.	scan-pdf
2Mc	10:8	Beza confesseth that the feast which our Saviour observed was instituted by Iudas Machabeus after the restoring of Gods true religion. It is very strange that Protestants wil denie these Books to be Canonical: which have so excellent a testimonie by the Evangelist of our Saviours owne fact.	scan-pdf
2Mc	10:14	It is never an act of fortitude, but of extreme pusillanimity, when one in temporal miserie killeth himselfe. But is a most heroical act to dye willingly for Gods glorie.	scan-pdf
2Mc	11:1	This Lysias also had bene vanquished before.	scan-pdf
2Mc	11:7	Knowing that the Patriarches were singularly assisted by Angels, these Machabees in their good cause prayed for Angelical helpe, and had it: but ioyntly with their owne endeavour.	scan-pdf
2Mc	12:2	An other Timothee was slaine, ch. 10. An other Apollonius was slayn before.	scan-pdf
Dn	4:33	Let his hairs be changed.] In what manner King Nabuchodonosor was changed is hard to explicate. But omitting other opinions, the most probable & common is, that he was not depriued of his reasonable soule, nor the forme & parts of his bodie substantially changed from the nature of a man: but he was distracted loosing therof reason, & in his owne melancholie imagination & phantasie, thought that he was a beast. And therfore easily refused the conuersation of men, & comforted himselfe with beasts, went naked; his haire growing very much, & couering al his bodie, his nayles in vse extreme long, he went on his hands together with his feete, like fourfooted beasts, did eate grasse as an oxe, putting his mouth to the ground.	scan-pdf
Dn	12:7	Vnto a time, and times, and half a time.] Our Sauiour saying (Mat. 24. v. 22.) that the dayes (of Antichrists great persecution) shal be shortened: and Apoc. 17. v. 10. the great persecutour that is to come, must tarie a short time, it is necessarie to say, that the time of the same persecutour here signified to Daniel, as also before ch. 7. v. 25, & repeted Apoc. 12. v. 14. by these termes of a time, & times, and half a time, can not possibly import any long time. And therfore the ancient Fathers vniformly vnderstand by a time one yeare, by times two yeares, and so by half a time half a yeare. Which is somwhat more cleere in other termes, in this ch. v. 11. by a thousand two hundred ninetie dayes, & v. 11. a thousand three hundred thirtie dayes, & Apoc. 11. v. 3. Two witnesses shal prophecie (Against Antichrist) a thousand two hundred sixtie dayes. Apoc. 12. v. 6. The Church shal be fed in the wildernes, the same number of dayes 1260. But most cleerly Apoc. 11. v. 2. & Apoc. 13. v. 5. this great persecution shal indure 42. months, that is, three yeares & a half.	scan-pdf
Dn	12:11	To desolation.] That is, abolishing so much as is possible the holy Sacrifice of Masse, to the end of that persecution shal be 1290. dayes. Why 45. dayes are added to the former number, is meruelous obscure: neither may we presume amongst diuers expositions, to censure which seemeth most probable. But we are content to goe away with Daniel (v. 9, and 13.) without further searching the profound sense of so high mysteries.	scan-pdf
2Mc	12:40	Of the donaryes of the idols, that were in Iamnia, from which the law forbiddeth the Iewes: therefore it was made playne to al, that for that cause they were slayne.	scan-pdf
2Mc	12:43	Vnles it had been the doctrine & practise of the Church to pray for the dead, Iudas could neuer haue thought of anie such matter.	scan-pdf
2Mc	12:46	It is a holie and healthful cogitation to pray for the dead. The Catholike beliefe, doctrine, and practise of praying for the dead, is so euidently confirmed by this place, that our aduersaries haue no better shift then by denying these Books to be Canonical Scripture. Denial of this doctrine is heresie. S. Augustin noteth this for a special heresie. S. Bernard in plaine termes saith they are heretikes which boldly deny that there is purgatorie after death.	scan-pdf
2Mc	13:1	Sometimes those only are counted which were permanent, sometimes others are also counted which came vncertainly. The like difficulties of differences occurre often in the books of Kings and Paralipomenon.	scan-pdf
2Mc	13:15	The watch word this night was: The victorie of God.	scan-pdf
2Mc	14:3	Alcimus was of Aarons flock but for this apostasie was vncapable of high priesthood, & so Matthathias was ordayned, being of the same progenie and most sincere in religion.	scan-pdf
2Mc	14:6	This description of the Assideans by their malicious enemie in calumnious termes, sheweth wel their singular zele and sinceritie in promoting Gods feare.	scan-pdf
2Mc	14:34	Bacchus called also Liber, feyned by infidels to be author and god of wine. And therefore drunkards dedicate feasts & temples to him.	scan-pdf
2Mc	15:1	Prophane men make their advantage of religious mens good conscience, but Iudas rightly instructed defended his just cause also in the Sabbath.	scan-pdf
