BookAbbrev	Chapter:Verse	Annotation	Source
Ezr	7:6	Esdras came with the first from Babylon (2. Esd. 1.) but returned thither, and now ascended the second time to Jerusalem.	scan-pdf
Ezr	9:1	Malachias the Prophet complaineth also of this fault, c. 2. v. 11. threatening Gods punishment both to superiours and subiects for not correcting it.	scan-pdf
Ezr	9:8	In respect of their great iniquities Esdras presumeth not to aske the conseruation of the whole people, but some relikes or smallest part, as it were a little post, or a naile of a whole house towards the reedifying thereof.	scan-pdf
Neh	1:1	Nehemias being sent from a King; by his name which signifieth comfort from our Lord; by his building againe the wals of Jerusalem; prefigured our Sauiour, who was sent from God the Father, himselfe being the comforter of mankind, and the sender of another comforter the Holy Ghost, to remaine with his Church.	scan-pdf
Neh	6:4	When heretikes and other aduersaries of the Church finde themselues not able to suppresse Catholikes, they offer conditions of peace and libertie to al: So when Protestants began, and where they are weake, they would haue none persecuted for anie opinions in religion; but where they are strong they hardly grant toleration to Catholikes.	scan-pdf
Neh	8:9	Athersatha priuiledged, by reason of his fauour with King Artaxerxes.	scan-pdf
Neh	10:30	In al leagues and couenances of peace those articles are specially mentioned wherin breach hath been made in former times.	scan-pdf
Neh	12:46	As others gaue tithes to the Leuites: so they gaue to Priests. Num. 18. v. 21. 28.	scan-pdf
Ru	2:4	The Church vseth this salutation in the holie sacrifice and other diuine office.	scan-pdf
Ru	2:11	Booz doubted not but reward was due to good workes.	scan-pdf
Ru	2:12	Yea a ful reward, answerable to Ruths pietie: Which must be spiritual and eternal.	scan-pdf
Ru	4:3	Booz calleth his kinsman brother, as Abraham called Lot his brother Gen. 13. being his Nephew.	scan-pdf
Ru	4:7	See Deut. 25. noting here withal, that the penaltie was lesse, when an other kinsman vndertaking the mariage, the woman was preuented from complayning before the iudge.	scan-pdf
Ru	4:14	Here appeareth the final cause of writing this historie, to shew the Genealogie of King Dauid from Iudas the Patriarch, of whom Christ should descend, so prophecied, Gen. 49. and shewed to be performed, Mat. 1.	scan-pdf
1Chr	2:1	This Patriarch first called Iacob signifying supplanter, was afterward called Israel, that is, Seeing, or valient with God. Gen. 35.	scan-pdf
1Chr	2:7	Either this man had two names, or there is errour in the last letter, here, or Iosue 7.	scan-pdf
1Chr	2:18	Otherwise called Calubi. v. 9.	scan-pdf
1Chr	2:24	By fonnes, as often elsewhere, are vnderstood nephewes, & other offspring.	scan-pdf
1Chr	2:55	Valient men; by whose help Ioab got victories and triumphant crewnes.	scan-pdf
1Chr	3:15	S. Matthe omitteth this Ioakim, and counteth Iechonias as the sonne of Iosias. 4. Reg. 24. v. 6. & 25. v. 27. 5. Hierem. li. 1. in Masth.	scan-pdf
1Chr	3:22	Semeia with his fiue fonnes are counted six; though Sedecias, though onely was his proper sonne, the other his nephewes. See annotations, ch. 1. num. 3.	scan-pdf
1Chr	4:10	In ioyning a vow to his prayer he imitated holie Iacob. Gen. 18. And they both desired temporal things for the better seruing of God, & aduancing his glorie; especially that they might be afflicted with grace not to yeald to tentations, nor sinne of malice.	scan-pdf
1Chr	4:14	Chief Lord of the valley; where the artificers dwelt that made the Temple.	scan-pdf
1Chr	6:49	In Sadoc. (2. Reg. 2.) the high Priesthood was reduced to the line of Eleazar which by Gods ordinance was translated to Ithamars line: but stil continued in the line of Aaron. The rest of Sadochs line by Achimaas &c. to Iosedech in the captiuitie in Babylon. Nicephorus counteth some others amen this, but in Greeke and Latin, as there receiued, ted. And so in the rest is much difference: but al may be reconciled by such rules as are noted.	scan-pdf
1Chr	7:6	Gen: 46. this third fonne is called Asbel.	scan-pdf
1Chr	7:18	Ishot, Virum decoram, that is, A comelic, or personable, or goodlie man. So we leaue the hebrew place because S. Ierom, and the whole Church doth so in the latin text, which we translate.	scan-pdf
1Chr	8:6	These are the fonnes of Ahod, Princes of their kinreds that dwelt in Gabaa, which were transported into Manahath.	scan-pdf
1Chr	9:1	The genealogies of al Israel being hitherto recited before their captiuitie, others are now added which first returned to Ierusalem after their release.	scan-pdf
1Chr	10:13	Saul therfore died for his iniquities, tor that he (a) transgressed the commandement of our Lord which he had commanded, and kept it not: yea and besides also consulted the Pythonesse, 14. and trusted not in our Lord: for the which he slew him, and transferred his Kingdome to Dauid the fonne of Isai.	scan-pdf
1Chr	10:14	He offered sacrifice on an Altar without warrant. 1. Reg. 11. And destroyed not the Amalacites, as he was commanded.	scan-pdf
1Chr	11:2	The third part. Kings Dauids reigne and his speciall actes.	scan-pdf
1Chr	11:20	Two stout men of Moab, as if they had been lions. 2. Reg. 23. v. 10.	scan-pdf
1Chr	12:22	An armie were (a) the armie of God like the great number of Angels, which to vs are innumerable. Iob. 25.	scan-pdf
1Chr	13:13	(a) Obededom was a Leuite, (c.15.v.18.) and therfore more meete to keepe the arke: (b) Called a Getheite because he had dwelt in the towne of Geth.	scan-pdf
1Chr	14:17	And the name of Dauid was bruited in al countries, and our Lord gaue the dread of him ouer al nations.	scan-pdf
1Chr	15:27	Another linen garment vsed by Prophets, such as Samuel did weare being a child. 1. Reg. 2.	scan-pdf
1Chr	16:2	Not only King Dauid being a holie Prophet, but any other Superiour might blesse his subiects, for Superiours power is proued by Gods institution, rather then by factes, either of good men, which doe manie things by way of dispensation, or of euil vsurping whithout warrant, that to them perteyneth not. For it is cleere that God instituted supreme spirituall power in the high Priest, Deut. 17. And al Kings and temporal Princes are to receiue the law at the Priests hand, ibidem. v.	scan-pdf
1Chr	16:22	Psal. 105.	scan-pdf
1Chr	18:11	That which is dedicated to sacred vse, is consecrated to God.	scan-pdf
1Chr	20:5	2. Reg. 21.	scan-pdf
1Chr	22:9	Salomon signifieth Peaceable, and manie other things prefigured Christ, who amongst other names is called Prince of peace. Isaiah 9.	scan-pdf
1Chr	23:6	Aarons fonnes being consecrated Priests according to Gods ordinance, Leuit. 8. the Leuites to doe other offices about the tabernacle, Num. 3. & 4. King Dauid (with Sadoc the high Priest, & other chief men, 1.14.v.6.) disposed them by lots which should serue by courtes, to sing & play on instruments, as wel in the tabernacle now resting in Ierusalem, v. 26. as in the Temple when it should be built.	scan-pdf
1Chr	24:3	They were called Princes (a) of the Sanctuarie, and Princes (b) of God, as wel of the children of Eleazar, as of the children of Ithamar. 6. And Semeias wrote them, the Scribe a Leuite, before the King and Princes, and Sadoc the Priest, and Ahimelech the fonne of Abiathar, the Princes also of the Priestlie and Leuitical families: one house, which was ouer the rest, Eleazars, and an other house which had the rest vnder it, Ithamars.	scan-pdf
1Chr	25:1	(a) Otherwise called Ethan, ch. 9.v.44.6.15.	scan-pdf
1Chr	25:6	(b) They played on instruments, Psalmes, and Canticles, made by Prophets.	scan-pdf
1Chr	27:23	King Dauid hauing heretofore offended in commanding to number the whole people, in commanding to number the whole people.	scan-pdf
1Chr	28:4	So Iacob prophecied that the royal scepter should come to the tribe of Iuda, & therin remaining til Christ. Gen. 49.	scan-pdf
1Chr	28:9	It is here euident, that Salomon was sometime the true seruant and childe of God can neuer become a wicked man.	scan-pdf
1Chr	29:2	That which he had already vowed & prepared he counted not his owne, and now giueth more to the building & furnishing of the Temple.	scan-pdf
1Chr	29:15	As Abraham, Isaac, Iacob & others were strangers in respect of Chanaan: so both they, and also Dauid, Salomon, and al men in this world, are pilgrimes in respect of heauen. Heb. 13.	scan-pdf
1Chr	29:20	Albeit they did the same exteriour act of honour to God and the King: yet in their mind and intention they gaue diuine honour to God, and ciuil to the King.	scan-pdf
1Chr	29:29	Either Nathan and Gad write the later part of the first book of Kings, or els their books are not now extant.	scan-pdf
2Chr	1:15	(a) It is the manner of holie Scripture to expresse things exceeding vulgar capacitie by the figure Hyperbole.	scan-pdf
2Chr	2:13	(b) It is probable that this man wife and most skilful, Hiram my father, the fonne of a Tyrian, who knowe ble that this man had instructed the King of Tyre in true religion of one God, whom he confesseth, v. 11. 12. and that therfore the King called his father.	scan-pdf
2Chr	3:1	(a) This mount Moria, signifying vision, was so named by Abraham, who was there readie to sacrifice his fonne Isaac. Gen. 11.	scan-pdf
2Chr	3:1	(b) And Dauid, by the appointment of an Angel, offered there sacrifice. 2. Reg. 24. 1. Par. 21.	scan-pdf
2Chr	5:2	(a) Another Arke was not made, because that was most holie and most excellent, which Moyfes made. Likewise other holie things of the tabernacle were brought into the Temple with great solemnitie.	scan-pdf
2Chr	7:6	(a) At the Temple was the special place of pray er, chosen by God, v. of the court before the temple of our Lord: for he had offered there the ta fo special holocausts, & the fatte of the pacifikes: because the brasen altar, which he had made, could not susteyne the holocausts and the sacrifices. and the fatte. 8. Salomon therfore made a solemnitie at that time feuen daies, and al Ifrael with him, an assemblie verie great, from the entrance of Emath to the Torrent of Egypt. And he made in the eight day an assemblie, because he had dedicated the altar feuen daires, and had celebrated the solemnitie feuen daies.	scan-pdf
2Chr	7:12	(b) Kneeling, (c) lifting vp hands, stretching forth armes, and the like external gestures doe much helpe internal attention in prayer, & also stirre vp others to godlie imitation: and therfore hath bee much practised by deuout persons both in the old and new Testament.	scan-pdf
2Chr	7:30	(d) In this chapter & ofte els where it is euident, that places dedicated to Gods seruice are more acceptable to him, then other places.	scan-pdf
2Chr	8:11	(c) Salomon was yet fo farre from communicating with Infidels, that he suffered not his wife an infidel to be present where the Arke of God had been placed. 1. Par. 15.	scan-pdf
2Chr	10:16	The second Diuision of the Kingdomes. Dauids issue reigning only in two tribes, which also are called true vnto Babylon.	scan-pdf
2Chr	11:14	(a) A worthie example of temporal damage rather then to conforme themselues to false religion.	scan-pdf
2Chr	12:5	(e) Faith is the foundation of al good works. Heb. 11. but not his wife, an infidel to be present where the Arke of God had been placed.	scan-pdf
2Chr	13:5	(a) A firme & perpetual couenant. Num. 8. v. 19.	scan-pdf
2Chr	14:2	(a) It perteyned properly to the King to destroy the exteriour practise of idolatrie, but to the Priefts & Prophees to informe the interiour mind & consciences of euerie one.	scan-pdf
2Chr	16:12	(a) Iust punishment with paine of his feet, for iniuriously putting Gods Prophet in fetters v. 10. So God punished him temporally, for that and other passionate sinnes: & he died in good state, for his hart was perfect al his dayes (c. 17.) that is, most part of his life, especially in his last dayes.	scan-pdf
2Chr	17:6	(a) Good works approued by new benefites from God, as a reward therof, doe giue more hope & confidence to proceede from vertue to vertue. S. Th. l. di regimme Regum.	scan-pdf
2Chr	18:3	(a) For this he was iustly reprehended, but his simple intention easily pardoned. li. 1. and his sinne, when he was in great danger, and repenting was pardoned. li. 2. c. 8. cons. epist. Parmen.	scan-pdf
2Chr	18:15	(b) See Annotation 3. Reg. 21. v. 15.	scan-pdf
2Chr	19:2	(a) To the impious man thou giuest ayde, and to them that hate our Lord thou art ioyned in freindship, and therfore thou didst deferue indeed the wrath of our Lord: 3. but good workes are found in thee, for that thou hast taken away the groues out of the land of Iuda, and hast prepared thy hart to feeke our Lord the God of thy fathers.	scan-pdf
2Chr	19:6	(b) A most plaine direction of spiritual & temporal authoritie and offices, not instituted by Iosaphat, nor any other King, but by God himselfe. Deut. 17. Num. 27.	scan-pdf
2Chr	21:12	(a) Elias was assumed from ordinarie conuersation with mortal men the eighteenth yeare of King Losaphat, 4. Reg. 2. 3. who reigned twentie fiue yeares, and his fonne Ioram reigned eight yeares.	scan-pdf
2Chr	22:1	(a) To wit when he began to reigne alone: for he reigned together with his father at the age of 22. 4. Reg. 8. v. 6. And after his fathers death but one yeare. See 4. Reg. 8. v.	scan-pdf
2Chr	22:10	(b) Humane hope failed, but Gods prouidence vsed meanes to conserue some of Dauids issue to fit in his throne. yea to continue the succession of Christ.	scan-pdf
2Chr	24:4	(a) By the law money payed yearly halfe a ficle, towards the repayring of the tabernacle, and so afterwards of the temple. Ex. 30.	scan-pdf
2Chr	24:17	(c) They are wilfully blind that wil not fee difference betweene images of Baal & of Christ or of his Saints.	scan-pdf
2Chr	24:25	(b) He that killed his spiritual father was slaine by his owne seruants.	scan-pdf
2Chr	26:5	(a) So long as this King obserued the ordinance of God to be directed by the high Priest Num. 27. v. 11. he prospered in his affaires.	scan-pdf
2Chr	26:16	(b) For vsurping spiritual authority which pertayned not to him, the high Priest with his assistantes opposed the King: and God confirmed their sentence by striking the same King with leprosie. And so he was not only cast out of the temple, but also out of his Kingdome, and common conuersation with other men, and forced to dwel in a separate house without the citie according to the law. Leuit. 13. v. 46.	scan-pdf
2Chr	26:23	(c) Neither could he be buried in the proper sepulchres of the Kings.	scan-pdf
2Chr	27:2	4. Reg. 15.	scan-pdf
2Chr	29:19	(a) Being penitent in hart for their sinnes, Gods dispensation might be supposed for legal purification in case of necessitie, which otherwise was strictly commanded. Leuit. 27. &c.	scan-pdf
2Chr	29:31	(b) Voluntarie workes of supererogation, more then was commanded.	scan-pdf
2Chr	31:2	(a) Besides sacrifices and pacifikes, there is also confession of Gods excellencie and goodnes.	scan-pdf
2Chr	33:1	4. Reg. 21.	scan-pdf
2Chr	33:13	(a) A pregnant example of the effect of hasty repentance.	scan-pdf
2Chr	33:19	(b) This prayer is not extant in the Hebrew but in Greeke and Latin, as yet neither receiued for canonical by the Church, nor refused.	scan-pdf
2Chr	35:1	(a) This Phase or Pasch made by Iosias is famous, partly for that this feast had been omitted for manie yeares, but specially for the great and extraordinarie solemnitie made at this time.	scan-pdf
2Chr	35:21	(b) Iosias thought that the King of Egypt intended to inuade his Kingdome. And it was Gods wil he should be slaine, and not the euils that should happen to the people.	scan-pdf
2Chr	35:25	(c) Solemne exequies with lamentations and musike.	scan-pdf
Ezr	3:3	(a) Notwithstanding the terrour of infidels, Gods feruants tooke courage to offer sacrifice.	scan-pdf
Ezr	3:10	(b) By the ordinance of Dauid, 1. Par. 15. By their weeping they testified that the new temple was not so excellent as the former. And therfore Aggeus prophecie (c. 2.) can not be vnderstood of this temple, but of the Church of Christ. S. Aug. li. 18. ciui.c.45.	scan-pdf
Ezr	4:1	(a) Schismatikes and Heretikes may not be admitted to communicate in sacrifice with Catholikes.	scan-pdf
Ezr	8:1	(a) This great number which by Esdras perswasion came from Babylon, signified the great fruit of soules conuerted from sinne by the exhortation of holy preachers. S. Beda li. 2. in Esdr. c. 10.	scan-pdf
Ezr	8:21	(b) It sufficeth not to part from Babylon (that is, from sinne) but we must also doe workes of satisfaction, and therfore Esdras here proclaimed an extraordinarie fast to those that were come from captiuitie.	scan-pdf
Ezr	10:1	(a) Esdras being extraordinarily sent by God to correct the people, spareth to the high Priefts fonne, by his authoritie calleth the people together, & so proceedeth to make reformation. So S. Paul conferred with other Apostles. Gal. 2.	scan-pdf
Ezr	10:9	(b) Their sinne was punished by ouer-much rayne, v. 13. And so affliction gaue the more feeling of their faults.	scan-pdf
Neh	2:10	(a) Infidels and Heretikes are grieued, that others endeauour to repayre the ruines of the Church in any countrie.	scan-pdf
Neh	2:18	(b) Gods hand was cleerly shewed in the effect of obtaining the Kings fauourable letters.	scan-pdf
Neh	3:1	(a) Finishing the gate they dedicated it to Gods seruice, being for defence of his holy citie: & so sanctified it.	scan-pdf
Neh	4:1	(a) It was Gods prouidence that the enemies mocking at the reparation of Ierusalem did not furiously resist, til the worke was performed: so sometimes heretikes scoffe at the endeauours of poore Priefts labouring to restore Catholike religion: but whether they scoffe or rage, Gods holy worke proceedeth and prospereth.	scan-pdf
Neh	5:1	(a) S. Beda in his spirituall sense lamenteth that some Superiours neglected to feed their flock, either temporally or temporally, and yet exacted temporall reuenewes, and oppressed poore people.	scan-pdf
Neh	5:9	(b) A right propertie of a true pastour, to doe that good which he preacheth to others. S. Beda ibidem.	scan-pdf
Neh	5:19	(c) A good conscience hath great confidence in God, and iustly hopeth for reward.	scan-pdf
Neh	7:3	(a) Three speciall defences of a citie, are the strength of wals, shutting and opening the gates in due time, & diligent watchmen: so to the custodie of faithfull soules three things are necessarie: the grace of God, due regard of the outward fences, and continuall watch against our inuisible enemies.	scan-pdf
Neh	9:2	(a) True repentance requireth workes of penance, & especially the remouing of occasions of sinne: as separation from euil companie, abandoning of euil cogitations, and of much wordly pleasure.	scan-pdf
Neh	9:8	(b) Changing of names importeth some beneficiall mysterie. Gen. 17.	scan-pdf
Neh	9:17	(c) Free wil in sinners.	scan-pdf
Neh	11:1	(a) Because Ierusalem was most impugned by enemies fewe were willing to dwel there, but yet many valiant men of the tribes of Iuda, Beniamin, and Leui, offered themselues: of other tribes the tenth part were chosen by lottes. Wherby is gathered that many of the ten tribes returned also into Chanaan, though the holie Scripture doth not expresly record what became of them.	scan-pdf
Neh	13:4	(a) This Tobias was an Ammonite & a persecuter, c. 14. to whom Eliasib being a-kin (by reason of vnlawful mariages) ioyned in felowship with him wicked lucre: which therfore Nehemias corrected, perfiguring therin our Sauiours zele, who threw out the buyers and sellers out of the temple.	scan-pdf
Neh	13:31	(a) A iust man that hath merited by good workes may pray with great confidence for reward.	scan-pdf
