BookAbbrev	Chapter:Verse	Annotation	Source
Zech	5:11	Antichrist shal begin his reigne where Babylon was first built. Gen. 11.	scan-pdf
Zech	6:1	Foure Monarchies of the Chaldees, the Medes, and Persians, the Grecians, and the Romans. Dan. 2.	scan-pdf
Zech	6:12	When the Prophet set the crowne on the high Priests head, he explicateth that God reuealed this mysterie, saying: Behold a man, who is also God, called Orient, that is: Raising vp and establishing the Kingdom which was promised to Dauid. S.Iero.	scan-pdf
Zech	7:3	Because the temple was burned in the fift month, & Godolias slaine in the seuenth. 4.Reg.25.v.8. 25. the Iewes fasted in those two months al the time of their captiuitie.	scan-pdf
Zech	7:5	Which fast was good, but vnperfect, wanting works of mercie, most especially required in fastes. Isa. 58. S.Greg. And therfore the Prophet admonisheth to fast from al sinnes.	scan-pdf
Zech	8:3	These benefts here prophecied are greater then euer were bestowed vpon the Iewes before Christ came, & therfore are rather to be vnderstood of the graces of the new testament.	scan-pdf
Zech	8:7	The ten tribes were leaded captiue into Assiria, & the two tribes into Babylon: both which are northward not into the east nor west. And therfore this prophecie is of al nations Iewes & Gentils to be called to Christ from al parts.	scan-pdf
Zech	8:19	Not only the fast of the fift and seuenth months but also of the fourth & tenth, were to be left off in the times of ioy and festiuitie.	scan-pdf
Zech	9:1	Preaching true doctrine is at first vngratefull to some hearers, & stil to the incredulous, but this burden becommeth light to the faithful.	scan-pdf
Zech	9:9	Christ came often into Ierusalem, but this last comming excelled al the rest, when he came to dye for redemption of mankind.	scan-pdf
Zech	9:11	S. Ierom, S Cyril, & other fathers vnderstand this lake to be Limbus Patrum: from whence Christ deliuered the Saints of the old testament.	scan-pdf
Zech	9:17	Christ is the graine of wheat which dying bringeth much fruit. Ioan. 12. And of this wheat that bread is made that came fro heauen. Ioan 6. S. Ierom in hunc locum.	scan-pdf
Zech	10:1	Lateward time is when fruit waxeth ripe, and so is here taken for the time of grace: which S. Paul calleth the acceptable time: & therfore this Prophet exhorteth to aske this grace, and al spiritual benefts of God.	scan-pdf
Zech	10:6	Not only the two tribes but also the ten shal be conuerted at last to Christ.	scan-pdf
Zech	10:8	Christians are sweetly drawne by internal inspiration without clamours, and violent perswasion of words. S. Cyril.	scan-pdf
Zech	10:11	When the faithful are multiplied & confirmed in religion, their enemies can not hurt them.	scan-pdf
Zech	11:7	Ierusalem is called Libanus for the great beautie therof: likewise the temple. And so by this metaphore the destruction of the citie and temple by Titus is here prophecied. God the Creatour & gouernour of al men, calleth his general gouernment Beautie, and his peculiar gouernment of the Iewes a Cord.	scan-pdf
Zech	11:12	Christ bought and sold for 30. pence.	scan-pdf
Zech	11:14	The Iewes are reiected.	scan-pdf
Zech	11:16	Antichrist a destroyer, shal be destroyed.	scan-pdf
Zech	12:1	When the Church of Christ began in Ierusalem, proceeding to al Iurie, and Samaria, and to other nations, the other Iewes most earnestly persecuted Christians. Act. 4. 5. &c.	scan-pdf
Zech	12:2	Iuda besieged Ierusalem when Iewes remaining in Iudaisme persecuted other Iewes belieuing in Christ, for then brother deliuered brother to death, the father the sonne &c. Mat. 10. v. 21.	scan-pdf
Zech	12:10	A towne neer to Iezrahel in the countrie of Mageddon, where Iosias was slaine. 2. Paral. 15. and great lamentation was made for him which was a figure of the miserable calamitie of the obstinate in the day of iudgement. S. Ierom.	scan-pdf
Zech	13:1	In the time of the new Testament Christ is made an open fountaine of grace by his Incarnation.	scan-pdf
Zech	13:3	False doctrine, as idolatrie & heresie, are punishable by death in the law of Christ. By sword is vnderstood al sorts of persecution that followed vpon our Sauiour.	scan-pdf
Zech	13:5	The Apostles flying God called them & strengthned them with fortitude.	scan-pdf
Zech	13:9	Neither Iewes nor Gentils remaining in their proper professions can be saued, but Christian Catholikes liuing iustly, which are Gods proper people, distinct from the rest by his grace.	scan-pdf
Zech	14:2	In the armie of the Romans were souldiers of many nations at the last destruction of Ierusalem.	scan-pdf
Zech	14:5	Amos ch. 1. maketh also mention of this earthquake, and Iosephus. l. 9. c. 11. Antiq.	scan-pdf
Zech	14:8	Christian doctrine of the Catholike Church vniuersal in al places and al times.	scan-pdf
Zech	14:12	These calamities wil fal vpon the wicked neer the day of Iudgement, as Luc. 21. v. 26.	scan-pdf
Zech	14:16	Such as before persecuted the Church shal be conuerted, & with great deuotion wil celebrate the festiuities, and exercise religious rites to Gods honour: and shal merite great rewards.	scan-pdf
Zech	14:17	The obstinate incredulous shal remaine barren without grace, and voide of eternal glorie.	scan-pdf
Mal	1:11	The pure oblation of Christs body and blood prophecied.	scan-pdf
Mal	1:16	Priests coueting & scraping riches doe greatly dishonour God: diminish the estimation of holy Sacraments & other rites, as though they were temporal to be bought & sold for money, and so doe scandalize the weake.	scan-pdf
Mal	2:1	Such are happie if God by suffering them to be spoyled, recall them to repentance. For otherwise they wil be depriued of eternal reward, as being payed their wages already in this world. These our Sauiour calleth Hyrelings, not true Pastours. Ioa. 10.	scan-pdf
Mal	2:7	The proper office of Priests besides the administration of Sacraments is also to teach the people true doctrine, as being the Angel, that is to say, the messenger, from God.	scan-pdf
Mal	2:8	Which holy functions Priests not performing are made contemptible in this world and miserable in eternal torments. Ep. Iud. v. 11.	scan-pdf
Mal	3:1	S. Iohn Baptist is called an Angel or messenger, because he was to be sent with special commission from God: and for his puritie in Angelical life. S. Iohn was first conceiued, likewise first borne, and he first preached, and shortly after him our Sauiour came.	scan-pdf
Mal	3:5	In the meane time God threatneth to punish al, euen secret sinnes, knowen to him though not to other witnesses.	scan-pdf
Mal	3:8	Paying of tithes is most strictly commanded.	scan-pdf
Mal	3:14	Sinne of murmuring against God, is great blasphemie & not tolerable: For when they were punished by famine, for defrauding the Leuites of tithes, they blasphemously imputed it to God.	scan-pdf
Mal	4:1	In the day of iudgement shal plainly appeare, what difference is between the iust and the wicked.	scan-pdf
Mal	4:5	The Septuagint for explication adde Thesbites. And S. Ierom in 17. Mat. teacheth that Elias shal indeed come and restore al things.	scan-pdf
Mal	4:6	Christs first comming was in al meekenes not in terrour, but his coming to iudge wil be dreadfal. And therfore the Prophet here meaneth not S. Iohn Baptist, but that Elias himself shal come before the great and dreadfal day of our Lord.	scan-pdf
